stage,eye,glial,mesenchyme,mural.cell,neural,spinal.cord
 24-34,0,0,0.61,0,0.64,0
 36-46,0,2.11,0,0,0,0
 48-58,0,0,0,0,0.91,0
 60-70,0.96,0,0,0,7.11,0
 72-82,0.83,0,1.12,2.6,32.35,0
 84-94,2.74,2.13,0,0,13.04,3.77
 96-106,2.72,0,0,0,22.16,0
108-118,2.24,0.65,0,0,18.16,0
120,1.08,0,0,0,96.67,0
