stage,axial,blastomeres,eye,hatching.gland,neural,paraxial.mesoderm,periderm,spinal.cord
  3-4,77.17,1577.79,0,0,0,0,18.32,0
  5-6,41.01,365.86,0,20.64,0,8.65,0,0
  7-9,0,0,0,0,22.98,0,0,0
 10-12,0,0,0,0,4.63,0,0,0
 24-34,0,0,0,0,1.29,0,0,0
 36-46,0,0,0,0,0,0,0,1.03
 60-70,0,0,10.62,0,0,0,0,0
