stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.3,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,21.95,0,0,0,27.39,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79,0,0,0,7.26,0,6.59,4.19,3.64,0,5.61,0,0,0,0,0,0
 14-21,0,0,0,5.58,0.85,0,8.3,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0.89,0,0,4.4,36.8,0,0,0,0,0,12.36,5.73,0,0,7.6,5.32,0,0,0,0,0
 24-34,0,0.67,0,1.37,0,0,17.95,0,0,0,0.6,0,0,2.35,0,0.65,0,0,0,0,36.88,0,0,24.99,77.99,0,0,0,0,0,10.42,0,0.66,0,0.65,5.39,0,0,9.34,0,2.16
 36-46,0,0,0,8.89,0,0,18.89,0,0,0,2.82,0,0,0,0,4.83,0,0.6,0,0.86,118.19,0,0,12.46,69.32,0,0.72,0,0,0,57.09,0,0,0,0,1.74,0,0,1.49,0,0
 48-58,0,0.46,0,16.78,0,0,65.29,0,0,0.43,2.41,0.97,1.55,0,0,0.61,0,3.38,0,18.15,111.71,0,0,17.1,120.34,0,1.51,0,0,0,236.33,0,0,0,0,14.14,0,0,16.1,0,22.86
 60-70,0,0,0,58.19,0,0,172.82,0,4.9,0,5.42,5.78,0,0,3.24,3.4,0,1.94,0,12.02,102.63,2.21,0.7,14.28,169.21,0,0.84,0.65,0,0,278.58,0,0,0,0,11.95,3.21,0,15.28,0,23.02
 72-82,0,5.74,0.51,55.99,0.64,0,396.61,1.31,13.15,4,19.58,11.37,1.9,0,1.18,5.2,11.72,9.14,0,12.59,189.77,1.31,3.96,11.02,228.94,0,1.13,6.44,0,0,354.71,0,2,0,0,4.74,8.21,0,11.53,0.52,15.35
 84-94,0,6.29,1.04,108.31,0,0.59,306.62,1.27,11.39,1.27,9.19,10.57,4.65,0,0,5.69,0.67,13.62,7.24,14.6,129.03,2.31,9.33,15.28,154.39,0,6.08,0.72,0,0,689.12,0,4.19,9.21,0,10.69,23.87,0,13.71,2.56,10.06
 96-106,0,20.27,0.65,90.53,12.53,0.97,688.39,0,7.51,1.49,32.48,16.46,0,3.2,3.95,4.38,1.53,15.69,3.13,1.35,111.49,4.14,1.29,17.71,149,0.7,4.67,4.41,0,2.61,451.97,0,1.38,0,0,14.06,37.77,1.05,26.52,7.69,7.16
108-118,0,10.04,1.39,85.07,0,0.58,681.92,0.61,9.2,2.76,21.33,12.49,0,0.61,0.49,10.51,2.32,14.07,0,11.13,139.27,5.04,11.11,10.55,223.2,0,4.55,2.13,0,1.35,345.92,0,1.54,0.42,0,3.97,59.67,1.77,20.86,0,30.51
120,0,1.37,0,110.68,0,0,427.74,0,4.27,0,16.19,21.61,0,0,0,11.26,0,18.64,0,21.72,127.26,3.54,1.38,12.23,333.27,0,1.32,4.96,0,0,122.41,0,0,0,0,0,18.46,0,7.27,2.57,4.24
