stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.46,721.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.83,0,0,0,0,0,0,0,0,0,0
  5-6,37.36,313.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.55,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,3.83,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,91.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.32,0,0,0,15.49,0,35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.9,0,0,0,35.9,0,0,0,14.49,0,0,0,0,0,0,0,0
 14-21,0,0,6.47,0,35.58,18.37,0,8.07,0,0,0,1.01,1.85,0,2.69,0,0,0,0,0,0,16.72,0,0,35.17,743.51,9.02,0,0,0,0,4.05,9.37,3.89,2.79,20.44,583.39,0,0,1.85,0,0
 24-34,0,0,7.18,0,29.92,0.66,0,89.69,0,1.94,2.23,19.95,1.26,0,10.93,0,0.65,0,0,0.65,0,60.07,0,1.39,42.5,3662.92,1.98,6.68,6.46,0,0,28.33,0,7.88,0,5.64,2308.35,0,0,8.44,0,5.42
 36-46,0,0,3.2,0,16.66,0,0,120.53,0.91,1.15,0,38.11,3,1.6,8.62,0,0,3.03,0,0,4.03,102.82,0,0,33.67,10192.08,1.44,6.45,7.73,0,0,33.61,0,3.03,0,0,4417.81,0,0,10.18,0,5.47
 48-58,0,0,1.24,0.43,20.21,0.41,0,743.71,2.11,15.52,5.58,222.78,0,0,8.12,7.07,0,7.14,2.57,9.27,13.85,164.65,1.32,7.91,33.84,12745.29,0,12.97,27.57,3.66,0.56,36.46,0,3.82,4.26,0,4396.2,0,0,16.93,0,29.92
 60-70,0,0,0,0,38.44,5.93,0,1302.75,9.58,8.91,3.85,143.86,3.9,0.66,36.36,10.62,0,6.07,3.51,3.53,0,303.11,0,28.91,28.1,16549.35,15.61,7.12,28.27,0,2.74,36.27,0,0.73,0,0,5226.09,1.38,8.8,13,1.41,22.7
 72-82,0,0,3.68,0.64,50.56,6.87,0,1471.8,8.2,2.12,7.34,230.75,5.72,0,37.58,6.72,1.62,2.93,8.88,4.73,6.79,337.82,0,32.37,30.67,11225.58,0,8.77,30.36,0,1.42,9.64,0,7.01,0,0,2856.38,5.08,19.71,22.74,6.74,17.77
 84-94,0,0,1.8,1.62,79.92,7.95,0,1217.89,4.28,3.62,13.01,170.23,3.12,0,19.63,9.78,1.87,16.66,11.6,0.82,0,242.94,0.76,17.45,26.63,7205.36,0.72,6.17,50.97,0,0.6,19.71,0,2.37,0.64,0,1731.14,1.86,14.35,9.88,11.17,14.97
 96-106,0,0,0.63,1.24,44.58,21.89,0.63,694.11,11.23,6.54,9.5,180.49,2.02,0,19.54,4.81,6.17,0.75,4.39,5.88,8.95,225.58,0,5.94,36.31,4814.11,0,4.43,52.94,0,1.57,15.53,0,1.41,0.71,0,611.83,0,15.57,0.7,19.89,9.65
108-118,0,0,3.4,2.68,67.34,14.15,6.42,683.29,5.86,3.84,4.69,161.91,7.64,0,4.63,6.37,2.28,1.09,6.88,6.26,0,222.68,0.43,18.33,15.95,5760.07,2.3,8.37,52.82,0,0,19.73,0,0.66,0.46,0,518.15,2.9,14.48,11.81,18.63,5.6
120,1.19,0,0,1.66,61.33,11.48,15.5,1160.54,40.54,2.96,42.18,325.58,6.4,0,13.62,9.82,1.65,3.86,6.16,7.08,0,380.58,3.31,34.53,11.51,9107.02,12.05,9.85,141.08,0,0,22.52,0,9.9,0,0,656.08,2.39,10.28,13.19,32.07,0
