stage,blastomeres,eye,glial,heart,immune,melanocytes,mesenchyme,muscle,neural,pronephros,somites,spinal.cord
  5-6,8.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,16.84,0,0,0
 10-12,0,0,0,0,0,0,0,0,14.33,8.16,0,0
 14-21,0,0,0,0,0,0,0,0,0.84,0,1.73,0.83
 36-46,0,0,0,1.33,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,2.93,0,0,0,0.78
 60-70,0,3.93,0,0,0,0,0.69,0,0,0,0,0
 72-82,0,0,1.53,0,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,1.94,0,2.17,0,0,0,0,0
 96-106,0,0,0,0,0,7.05,0,0,0,0,0,0
