stage,epidermis,eye,fin.epithelia,glial,lateral.line,mesenchyme,neural,spinal.cord
 24-34,0,0,0,0,0,0,0.61,1.06
 36-46,0,0,0,0,0,0,0.9,0
 48-58,0,0,0,0,0,0,8.24,0.52
 60-70,0,0,0,1.06,0,0,2.57,0
 72-82,0.52,2.39,0,0,2.88,0,8.45,0
 84-94,0,0,0.84,0,0,0,3.45,0
 96-106,0,1.04,0,0,0,1.01,0.75,0
108-118,0,0,0,0,0,1.56,2.13,0
120,0,1.92,0,0,0,0,0,0
