stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.95,0,0,0,3.8,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,46.39,12.75,0,0,12.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,19.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.29,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,4.66,11.69,4.64,0,14.23,0,0,0,3.28,0,0,0,0,0,0,0,0,0,12.22,0,0,9.31,186.46,2.69,1.02,2.54,2.74,0,2.68,10.82,1.37,0,16,58.25,0,0,0,0,0
 24-34,0,0,0,5.54,0,0,21.75,0,0,1.21,3.96,0,0,1.94,0,0.66,0,0.73,0,0,22.38,0,0,14.71,337.14,0,2.33,3.12,0,0,13.01,0,1.6,0,1.37,68.51,0,0,9.73,0,0.95
 36-46,0,0,0,2.96,0,0,60.62,0,0,0.79,14.36,0,0,3.84,0,0,0,0,8.2,0,22.1,0,0.89,10.92,344.48,0,1.08,2.09,0,0,7.83,0,0,0,0,98.06,0,0,2.23,0,1.38
 48-58,0,0,0,20.23,0,0,78.14,0,1.58,2.43,18.61,0,0,0,0,0,0.98,0,0,0.96,35.86,0.53,0,3.78,252.99,0,4.77,2.57,0,0,10.55,0,2.01,0,0,57.75,0,0,1.42,0,0
 60-70,0,0,0,18.35,0,0,96.65,0,2.9,0.68,40.54,3.62,0,0,0,0,0,0,0,0,44.31,0,0.78,12.81,314.38,2.55,0,0.83,0,1.19,4.11,0,0,0,0,48.79,0,0,2.91,0,0
 72-82,0,0,0,9.39,1.02,0,109.2,0,13.31,1.38,49.92,3.41,0,1.23,2.57,0,0,3.36,0,0,74.67,1.67,1.23,7.41,287.22,0,4.36,4.07,0,0,3.32,0,1.37,2.68,0,47.71,0,0.56,7.65,1.76,0
 84-94,0,1.14,0,14.26,3.44,0,76.56,0,0,1.2,26.04,2.26,0,0,0,3.82,2.98,0.89,2.33,5.72,49.17,2.93,4.56,4.53,169.46,2.05,7.58,1.29,0,0,18.26,0,2.26,0,0,16.01,4.82,0,15.22,0,0
 96-106,0,0,0,11.32,1.15,0,64.33,0,0,0.63,34.43,1.68,0,2.23,1.59,2.43,4.44,0,0,0,57.33,0,0,1.57,149.54,0,0.57,0.59,0,0,11.3,0,0,0,0,10.18,2.05,1.58,5.4,1.15,0
108-118,0,0,0,11.37,0,3.97,86.72,0.46,1.29,0,39.2,0.79,0,0,2.36,0.48,0,2.24,0,0,58.76,0,3.75,6.99,255.88,0,0.89,5.02,0,0,2.89,0,0.43,0,0,6.15,0,0,15,8.09,3.98
120,0,0,0,17.29,0,0,92.05,1.49,0,0,47.26,1.12,0,0,1.85,0,1.91,0,1.97,0,74.24,0,0,24.34,346.86,3.58,15.99,2.43,0,0,4.59,0,0,2.35,0,28.63,0,0,0,11.01,0
