stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,48,561.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,228.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,0,23.59,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.36,0,0,0,17.93,0,0,15.59,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.18,4.47,0,0,0,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.75,9.53,0,0,32.6,0,0,0,0,11.94,0,5.96,0,0,0,0,0,0
 14-21,0,0,12.08,70.37,18.03,0,17.36,0,1.81,0,16.64,3.92,0,0.84,0.92,2.22,0.87,0,0,0.94,22.9,0,0,8.86,398.02,0.95,0,3.9,2.18,0,31.17,0.91,10.79,8.49,0,13.56,84.41,0,0,3.81,0,1.35
 24-34,0,0,2.21,17.18,2.58,0,77.08,0,3.98,0.69,51.15,4.87,0,4.95,4.67,8.2,0,9.9,2.9,0,72.99,13.94,0,11.57,730.39,0.6,19.24,10.64,0,0,86.7,0,0,21.09,0,1.63,146.35,0,0,27.23,0,0
 36-46,0,0,1.15,9.86,1.62,0,96.18,0,3.19,2.87,135.95,4.7,0,0,0.57,2.2,0,12.69,0.57,0,90.85,12.17,1.48,15.77,620.56,1.37,8.98,13.02,0,0,79.94,0.81,0,51.27,1.16,0,149.97,0,0,21.81,0,1.69
 48-58,0,1.29,0,14.18,0.45,0,240.7,0,4.94,3.84,274.61,4.19,6.11,2.91,1.36,4.45,0.41,14.74,4.77,2.23,166.78,13.82,0.66,14.51,395.22,0.52,6.96,35.82,0,0.53,49.51,0,0,10.61,0,2.82,150.75,0,3.55,19.23,0.65,0
 60-70,0,0,0,24.6,0,0,229.39,0.68,2.67,1.53,487.23,8.59,10.53,1.69,11.61,0,0,17.7,0.7,0,242.81,6.76,3.95,17.31,339.26,1.13,4.39,29.25,0,5.92,76.2,0,0,16.97,0,0,41.78,3.96,21.42,6.92,20.44,4.04
 72-82,0,0,0,20.57,1.12,0,216.05,0.5,7.24,12.01,818.91,46.02,6.01,4.9,9.74,4.78,6.18,38.9,4.79,0,372.25,34.99,17.4,20.79,370.58,0.57,5.37,57.91,0,12.62,57.79,0,0,14.55,0,0,25.29,25.77,35.92,31.02,41.24,12.74
 84-94,0,0,0,34.54,0.76,0,198.38,0,12.5,13.5,610.32,80.52,8.52,1.16,15.25,5.53,0.96,33.61,3.26,0,372.73,32.18,11.53,21.93,293.14,0,10.74,51.38,0,7.02,191.63,1.4,0,44.16,0,0,7.18,62.75,35.85,39.69,61.33,0
 96-106,0,0,0,66.17,14.6,0.97,186.7,0,14.01,5.45,895.24,77.68,1.06,0.92,16.08,14.52,0.92,37.04,0,0,380.01,27.64,10.68,12.35,250.87,0,26.31,83.61,0,16.01,122.57,0,0,27.19,0,0,12.98,86.5,67.49,27.92,67.21,14.48
108-118,0,0,1.6,58.18,7.19,8.77,183.12,0,22.96,5.25,799.51,120.78,0,1.1,28.4,7.48,0.44,44.1,8.05,0,423.93,15.64,18.49,13.94,480.96,0,15.71,100.64,0,14.65,148.56,0,0,25.12,0,0,11.09,99.39,38.25,39.11,58.93,6.65
120,0,0,0,57.96,2.59,0,114.83,0,18.55,15.16,732.52,79.57,0,2.27,36.88,11.5,1.97,13.59,8.44,0,323.87,25.86,32.83,3.76,500.36,0,13.01,75.19,0,0,85.47,0,0,11.5,0,0,9.75,61.49,104.02,42.27,78.93,0
