stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,142.1,4736.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.94,0,0,0,0,0,0,0,0,0,0,0
  5-6,269.95,3840.28,0,22.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4,8.7,0,0,9.67,0,85.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,66.1,119.82,0,58.68,0,0,80.43,0,0,0,0,0,104.5,0,0,0,0,0,0,0,0,0,0,0,1982.07,109.82,0,0,918.26,0,4.39,18.31,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,119.07,0,207.97,0,29.51,171.49,0,0,0,0,0,28.64,0,0,0,0,0,0,0,0,0,0,0,3316.38,143.48,0,0,1391.49,0,6.91,15.38,9.53,114.39,0,37.3,4.47,0,0,0,0,0
 14-21,0,0,1.07,4.65,77.85,8.53,24.86,0,0,0,22.18,0.85,0.82,1.15,0,3.96,0,0,10.01,0,36.44,0,0,20.41,422.29,6.3,8.11,5.58,15.37,0,6.26,0,30.94,5.4,6.18,73.78,175.96,0,0,0,0,0
 24-34,0,0,0.84,1.95,45.89,1.79,60.81,0.91,6.72,2.27,35.41,1.69,0,2.6,0,10.4,0,0.63,2.55,0,93.88,8.62,0.89,51.98,1118.72,6.37,3.59,24.76,0,0.99,24.93,0,0,1.83,1.67,23.88,329.02,0,0,36.51,0,1.85
 36-46,0,0,0,0,42.08,0,133.27,0,16.19,0.72,87,1.15,0,1.45,0,6.41,0,0.57,0.57,5.42,122.67,0,2.54,35.8,1094.83,2.01,5.71,7.22,0,0,24.77,0,0,2.53,1.31,0,416.09,0,0,26.83,0,0
 48-58,0,0,0,0,28.8,0,121.17,2.59,12.93,3.73,85.73,0,1.03,1.06,0,6.53,0.98,0,0,0,102.17,0,3.06,15.98,257.05,1.44,0.68,6.72,0,0,17.68,0,0,0,2.43,0,116.38,0,0.42,16.15,0,0.39
 60-70,0,0,0,0,24.29,0,188.24,0,13.26,2.14,92.23,1.38,0,2.05,0,1.02,0,2.82,0.72,0,154.17,0,3.32,12.72,164.05,0,2.38,5.15,0,0,24.53,0,0,1.82,0,0,42.01,4.26,1.61,15.27,0.71,0
 72-82,0,0,0.5,0,22.01,0,53.55,0,4.58,1.13,31.22,3.25,0,0,0,0.68,4.78,2.7,3.49,0,122.04,6.4,6.99,10.78,60.29,2.2,3.12,8.14,0,1.31,9.85,0,0,2.42,0,0,9.14,0.56,0.52,12.59,4.38,0
 84-94,0,0,0,0,41.86,0,92.38,0,8.7,5.38,58.59,6.18,1.4,0,0.69,4.57,0.68,5.13,0,0,117.17,2.22,4.67,10.62,52.62,5.95,0.9,14.24,0,0.6,28.95,0,0,1.95,0,0,35.36,4,0.9,13.76,5.45,0
 96-106,0,0,4.41,0,45.49,0,57.07,1.4,5.1,0.62,27.81,4.83,0,2.05,0,0.9,1.25,1.6,0.93,0,75.35,5.52,8.85,5.86,45.43,0,2.29,8.42,0,0,41.78,0,0,3.43,0,0,7.09,10.2,9.38,24.4,0.86,0
108-118,0,0,1.12,0.45,60.37,0,53.01,1.08,16.23,1.03,42.21,9.58,0,2.34,0,0,0,1.96,1.1,0,85.96,0,7.59,9.98,79.33,0,0.51,20.52,0,2.11,23.88,0,0,0.54,0,0,6.67,8.74,1.11,17.63,0.89,0
120,0,0,0,0,47.58,0,16.48,0,8.04,1.04,28.43,1.25,0,1.15,2.23,3.86,0,1.84,0,0,40.27,0,0,1.01,63.02,0,0,4.41,0,20.98,9.3,0,0,1.58,0,0,13.59,2.24,0,19,5.85,0
