stage,endocrine.pancreas,endoderm,epidermis,eye,gut,mesenchyme,neural,periderm,pronephros,spinal.cord
 14-21,0,0,0,0,0,0,0,0,0,1.08
 24-34,0,1.44,0.65,0,0,0,0.82,0,0,0
 36-46,0,0,0,0,0,0,1.08,0,0,0
 48-58,0,0,0,0,0,0,0.57,0,0,0
 60-70,0,0,0,0,0,0,15.36,0,0,0
 72-82,0,0,0,0.54,0.59,0.58,13.28,0,0,1.17
 84-94,0,0,0,0,0.63,0,0,0,1.27,0
 96-106,0,0,0,2.46,0.85,0,12.51,0,0,0
108-118,0.91,0,0,0.85,3.29,0,0,0,0,0
120,0,0,0,0,8.03,0,0,1.69,0,0
