stage,epidermis,erythrocytes,fast.muscle,immune,liver,mesenchyme,muscle,neural,otic,spinal.cord
 14-21,0,0,0,0,11.6,0,0,0,0,0
 24-34,0,0,0,7.84,0,0,0,0,0,0
 36-46,0,0,0,7.99,0,0,0,3.57,0,0
 48-58,0,0,0.74,10.7,0,0,0.38,0,0,0
 60-70,0,0,0,16.86,0,0,0,0.92,0,1.65
 72-82,0,0,0,12.08,0,0,1.99,0,1.82,0
 84-94,0,0,0,14.54,0,0,0.68,0,0,0
 96-106,0,0,0,12.27,0,1.33,3.99,0,0,0
108-118,1.61,0.71,0,10.2,0,0,0,0,0,0
120,0,0,0,18.43,0,0,0,0,0,0
