stage,eye,liver,mesenchyme,neural
 48-58,0,0,0,2.62
 72-82,9.05,0,0,7.4
 84-94,6.07,0,0,3.5
 96-106,17.86,0,0,1.96
108-118,19.96,8.55,1.21,0
