stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74,0,0,0,0,0,0,0,0,0,0
  5-6,15.69,25.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.26,0,0,0,0,0,0,0,0,0,0
  7-9,17.01,0,0,4.95,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,31.16,0,0,0,65.15,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,5.72,0,0,8.2,0,0,0,15.47,0,0,0,0,0,0,0,0
 14-21,0,0,4.31,4.48,5.46,0.83,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0,0,8.69,49.34,5.47,0,1.24,1.05,0,4.76,3.78,0,0,165.73,46.1,0,0,0,0,0
 24-34,0,0,0.84,1.12,9.72,1.43,1.17,0,1.04,0,32.99,0,0,0.98,0,0,0,0,2.65,0.78,36.43,0.84,2.43,16.15,345.67,2.09,0.76,0,0,0.99,3.47,0.85,3.03,1.58,87.22,262.69,0,0,32.2,0,0
 36-46,0,0,0,0,14.29,0.84,4.23,2.09,2.91,0,82.7,0,0,5.26,0,0,0,1.54,6.31,12.13,52.84,0,11.5,9.63,676.36,0,15.03,0,0,0,4.83,2.07,0,1.27,5.5,552.56,0,0,38.67,0,0
 48-58,0,0,0,0,5.01,0,47.4,0,2.05,1.48,64.29,0,0,1.85,0,6.73,0,0.44,0,7.27,61.54,0,12.86,5.28,879.37,0,2.44,0,0,6.3,1.02,0,1.38,0,0,504.56,0,4.17,22.85,0.5,4.25
 60-70,0,0,0,0,3.92,0,60.41,4.76,1.73,1.68,27.91,0,0,2.62,0,0,0.66,0.66,0,1.43,90.17,0,33.43,13.87,888.01,0,0,0,0,3.26,1.66,0,4.15,0,0,260.89,0,11.05,19.65,0,0.69
 72-82,0,0,0,0,5.44,0,105.9,1.54,2.6,4.39,49.84,0,0,0,2.02,0,1.37,0,0,2.72,78.04,0,29.03,13.54,781.82,0,0,0.67,0,4.28,6.79,0,2.09,0,0,91.05,3.44,15.09,21.26,12.88,0
 84-94,0,0,1.05,0,13.59,0,94.85,1.62,2.64,13.56,21.48,1.81,0,1.22,0,0,0,0,0,2.47,71.76,0,22.78,12.65,466.07,0,0,0,0,6.7,2.52,0,0,1.73,0,83.27,0,10.75,16.09,16.92,3.74
 96-106,1.12,0,0,0,1.21,14.69,102.67,1.23,0,4.16,45.88,0,0,0,2.28,0,2.05,0,0,7.3,59.74,0,24.43,9.86,468.39,0.64,0,3.32,0,12.01,5.55,0,0,0,0,27.81,1.68,0.92,15.25,8.56,8
108-118,0,0,0,0,18.38,2.01,86.8,3.8,5.15,9.29,39.68,0.85,0,0,0.87,1.54,7.24,0,0,5.82,65.73,0,8.82,2.6,569.12,0,0,2.3,0,23.23,4.43,0,0,0.5,0,15.53,0.8,0,5.07,2.38,3.97
120,0,0,0,0,0,0,128.75,8,0,0,49.18,8.44,0,0,0,0,4.04,1.12,0,1.33,37.68,0,9.53,11.52,960.31,0,0,0,0,26.91,2.6,0,0,0,0,25.84,0,21.01,12.3,0,3.58
