stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,41.83,2067.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
  5-6,169.39,1689.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.34,15.57,0,0,6.24,0,15,0,0,0,0,0,0,0,0,0,0
  7-9,76.84,73.34,0,231.74,0,5.98,0,318.8,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,0,2415.49,80.41,0,0,1093.38,0,12.68,21.65,0,0,0,0,0,0,0,0,0
 10-12,0,116.92,0,209.02,0,59.53,0,209.07,0,0,0,0,0,32.38,0,0,0,0,0,0,0,0,0,0,0,2345.92,94.58,0,0,909.73,0,6.59,12.8,3.96,122.01,6.54,12.58,0,0,0,0,0
 14-21,0,0,0,4.26,41.76,13.99,0,15.92,0,0,0,6.83,3.96,0,0,0,1.71,0,0,0,0,23.83,0,0,23.96,424.26,19.45,3.27,6.07,9.23,0,15.45,2.22,39.25,3.05,24.92,113.76,0,0,8.96,0,0
 24-34,0,0,0,0,16.45,1.61,0,89.09,0,2.1,0,21.62,0,0,5.06,4.1,6.11,0,3,0,0.65,80.3,0.74,0.82,32.76,777.84,3.63,5.5,9.29,0,0,29.74,0,2.33,2.22,2.57,160.15,0,0,21.93,0,4.65
 36-46,0,0,0.73,0,9.78,2.1,0,200.81,0,11.74,0,14.12,0,0,0.87,1.3,0,1.79,0,0.66,7.89,63.16,1.57,2.26,17.97,651.83,5.94,3.78,3.27,0,0,8.13,0,3.29,0,0,166.23,0,0,17.48,0,4.42
 48-58,0,0,0,0,3.83,0.43,0,257.82,0,0.4,1.66,39.53,1.84,0,2.64,0,0,5.19,1.72,1.04,0,77.43,0.39,1.3,16.92,303.35,0.94,3.72,0.69,0,0,6.43,0,0,2.74,0,52.35,0,0,5.81,0,4.06
 60-70,0,0,0,0,20.02,0,0,198.25,0,5.11,0.68,68.31,0,0,0,7.48,0,0.6,1.13,1.33,0,60.68,1.46,1.59,3.17,189.92,0,1.52,2.01,0,0,1.56,0,0,0,0,24.14,0,0,11.03,0,4.49
 72-82,0,0,0.69,0,8.66,0.55,0,83.89,0,0.8,1.21,112.03,0,0,0.5,0.67,0.7,0,0,0,0,78.21,0,2.69,10.22,158.6,0.79,0.65,2.88,0,1.12,3.34,0,0,0,0,17.81,4.15,1.67,11.59,0,8.63
 84-94,0,0,0.66,0,9.29,0.92,0,56.58,9.49,1.65,0,98.29,8.38,0,0.8,9.32,0.69,2.95,0.67,0.74,1.28,65.81,0,5.39,6.79,108.04,0,2.27,4.89,0,0,4.74,0,0,2.15,0,8.1,0,0,12.09,0,2.12
 96-106,0,0,0,0,4.99,14.88,1.6,64.92,0,0.57,0,90.97,3.78,0,0,2.76,0,1.2,0,0,0,43.19,0,0.68,5.11,77.06,0,2.56,0.73,0,0,2.95,0,0,0,0,19.82,0,0,4.96,3.04,0
108-118,0,0,0,0,9.27,3.31,0,35.55,0,1.72,0.53,168.92,3.97,0,0,2.27,0,1.4,0,0,0,21.03,0.48,2.75,2.99,132.97,2.33,1.96,6,0,2.99,9.82,0,0,2.17,0,2.17,0,0,5.17,2.06,0
120,0,0,0,0,10.41,0,0,67.94,0,0,0,92.53,4.98,0,0,4.89,0,0,0,0,0,39.05,0,5.59,2.88,146.29,0,2.47,5.59,0,4.59,2.41,0,0,0,0,9.08,0,0,9.87,0,0
