stage,eye,glial,mesenchyme,neural,olfactory,periderm,spinal_cord
 14-21,0,0,0,1.04,0,0,3.26
 24-34,0,0,0,20.28,1.34,0,3.41
 36-46,2.68,0,0,68.5,4.36,0,17.57
 48-58,21.36,0.65,0.39,100.15,0,0,25.95
 60-70,45.66,2.57,0,97.9,0,0,17.7
 72-82,33.07,0,0,105.67,0,0,13.26
 84-94,45.14,0.96,1.6,62.34,0,3.86,2.68
 96-106,44.83,0,1.02,89.72,0,0,0
108-118,47.61,0.45,0,56.65,0,0,4.96
120,36.25,0,9.49,89.69,0,0,5.59
