stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,43.31,493.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.02,846.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,21.02,0,0,18.32,0,7.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.6,10.16,0,34.97,0,0,0,140.38,0,0,0,0,11.16,0,0,0,0,0,0,0,0,0,0,0,740.33,40.13,0,0,297.82,0,0,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.49,0,89.27,0,0,0,73.61,0,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,888.85,8.31,0,0,331.96,0,0,12.48,4.36,28.25,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.82,35.99,2.95,0,15.78,0,0,9.88,0,0,0,0,0,0,0,0,0,27.52,0,0,10,210.22,0,0,4.36,7.99,0,0,1.8,22.21,0.9,0,34.29,74.15,0,0,0,0,0
 24-34,0,0,0,0,28.55,2.17,0,39.28,2.52,0,9.14,0.92,0,1.22,0,0.89,0,1.43,0,0,85.89,0.81,0,38.85,534.1,6.5,0.64,4.74,0,0,4.73,0,2.33,0,0,8.99,136.66,0,0,17.36,0,3
 36-46,0,0,0,0,18.41,1.61,0,111.01,0.68,4.96,40.09,0,1.26,7.12,0,9.04,0,0.89,0,0.99,100.11,0,1.28,38.29,412.91,1.28,0.76,2.6,0,2.1,9.95,0.91,0,2.9,0,0,144.63,0,0,13.53,0,12.97
 48-58,0,0,0.54,0,13.85,0,0,151.34,1.38,8.4,61.83,0,0,0.99,0,0,0,1.59,0,4.07,176.64,0,0.45,26.36,161.76,5.03,0,1.73,0,0,13.09,0,0,0,0,0,69.49,0,0,8.53,0,1.85
 60-70,0,0,0,0,18.84,0,0,71.93,6.14,7.51,114.65,1.7,0,2.55,0,0,0,4.21,0,17.06,247.15,0,4.45,20.2,84.05,5.27,0,2.5,0,0,11.28,0,0,0,2.94,0,41.21,0,1.91,7.28,0,7.13
 72-82,0,0,0,0,17.43,15.23,0,64.04,1.08,18.57,182.7,0.67,0.6,2.02,0,3.94,2.08,6.37,0,0.49,404.31,0,13.41,31.15,86.17,0.93,0.88,3.47,0,1.55,13.24,0,0,0.64,1.5,0,9.89,4.21,3.35,28.49,5.6,11.34
 84-94,0,0,1.48,0,27.23,0.75,0,48.49,0,12.02,130.29,1.74,0.76,0.88,1.93,0.68,6.45,0.66,0,0.71,324.82,0,6.26,22.42,69.3,4.96,5.74,4.96,0,1.75,10.38,0,0,1.2,0,0,14.28,0.83,13.09,10.49,1.66,18.7
 96-106,0,0,1.41,0,14.78,5.27,3.15,59.71,4.61,9.56,139.82,5.53,0,11.99,0,0,2.23,5.22,1.87,4.15,367.19,1.42,14.59,17.78,48.89,6.7,1.71,10.11,0,3.7,12.65,0,0,2.82,0,0,17.54,3.17,0.87,35.49,11.09,8.09
108-118,0,0,9.75,0,26.49,1.86,0,40.83,9.62,16.67,151.2,3.86,0,3.43,2.03,0,9.17,0.47,3.76,0.66,348.52,4.07,21.56,22.67,105.57,4.19,0.93,14.3,0,6.54,17.69,0,0,5.36,0,0,3.65,1.29,5.2,38.47,9.9,11.12
120,0,0,0,0,22.24,8.28,0,58.51,3.34,15.43,236.92,1.92,0,0,3.42,0,1.91,4.48,0,0,306.44,1.16,22.66,9.98,85.69,9.49,0,19.49,0,0,21.81,0,0,2.78,0,0,1.81,0,7.05,17.81,4.2,0
