stage,blastomeres,endoderm,eye,ionocyte,mesenchyme,mucous,neural,olfactory,otic,paraxial.mesoderm,spinal.cord
  5-6,24.23,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,4.33,0,0,0,0,0,0,3.38,0
 10-12,0,14.61,0,0,0,0,9.93,0,0,5.66,0
 14-21,0,0,0,0,0.83,0,0,0,0,0,0
 24-34,0,0,0,0.65,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,3.81,1.45,0,0,0
 48-58,0,0,5.51,0,0,0,3.05,2.78,0,0,1.02
 72-82,0,0,1.73,0,0.6,0,1.08,0,0,0,0
 84-94,0,0,0,0,0,0,1.47,0,0.59,0,0
 96-106,0,0,0,0,0,0,0,0,0.9,0,0
108-118,0,0,0,0,0,1.41,4.94,0,0,0,0
