stage,blastomeres,epidermis,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,vasculature
  3-4,304.34,0,0,0,0,0,32.05,0
  5-6,182.61,0,0,0,14.97,0,0,0
  7-9,0,0,0,38.62,0,3.22,0,0
 10-12,0,0,0,46.44,0,0,0,0
 14-21,0,0.96,0,0.95,0,0,0,0
 48-58,0,0,0.51,2.83,0,0,0,0
 96-106,0,0,0,0,0,0,0,0.97
