stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,224.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.39,0,0,0,0,0,0,0,0,0,0
  5-6,27.64,192.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.85,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,3.51,0,0,0,17.9,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,192.59,4.49,0,0,47.45,327.75,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.91,0,0,0,0,0,0,0,0,0,35.69,0,0,0,0,0,0,0,0,0,0,0,118.42,0,0,0,36.69,164.74,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.9,47.14,12.91,0,3.86,0,0,0,0.95,28.5,221.34,0,0,46.09,0,0,0,0,2.93,16.18,0,4.28,49.34,0,8.3,0,2.72,1662.61,4.4,225.74,2.52,12.45,17.81,0,0,6.39,0,0
 24-34,0,0,0,0,39.27,0.66,0,13.66,0,4.31,0,0.95,16.9,89.81,0,0,104.6,0,0.96,0,0,15.5,75.86,0,6.74,185.53,0,3.8,0.84,0,2761.51,0,161.44,5.3,0.66,18.56,0,0,15.09,0,0.96
 36-46,0,0,0,0,20.12,0,0,30.43,0,23.88,0,1.54,11.63,17.03,0,0,58.94,0,3.34,0,0,4.83,99.14,0,1.94,155.11,0,1.45,0,0,3363.17,0,86.64,0,0,23.28,0,0,11.02,0,1.08
 48-58,0,0,0,0,29.85,0.42,0,40.89,2.77,37.46,0.41,9.32,2.45,5.84,0,0.85,34.14,0,0.95,0,3.25,21.05,50.11,0,4.02,190.72,0,6.07,0.64,0,2777.77,0,27.06,2.11,0,22.42,0,0.89,3.4,0,11.96
 60-70,0,0,0,0,80.94,0,0,37.36,3.77,32.42,0,5.17,18.08,3.71,0,1.1,39.88,4.45,2.91,0,0,5.46,29.68,0,0,91.35,0,0,3.85,0,2348.07,0,22.06,0,0,10.23,5.2,0.99,0,0,3.54
 72-82,0,0,0,1.24,101.92,0.52,0,49.44,0,31.9,0,6.3,47.28,4.11,0,1.25,122.61,1.65,11.09,0,0,13.86,39.81,0.91,1.39,92.29,2.85,0,1.22,0,1571.53,0,24.54,0,0,0,3,1.5,1.58,0,0
 84-94,0,0,2.22,1.56,242.51,4.55,0,56.01,1.92,93.97,0,1.71,95.78,0.77,0,1.27,167.21,0,24.16,0.65,0,16.46,62.07,2.35,1.49,94.28,0,0.95,0,0,4759.49,0,113.98,0.83,0,7.5,26.16,0,0,0,8.42
 96-106,0,0,1.04,1.23,320.14,28.84,4.27,90.69,0,119.15,2.38,12.91,142.66,0,0.92,7.43,324.34,0,24.28,9.58,0,39.41,114.15,3.4,0,144.44,0,6.72,0.67,0,3657.23,0,65.28,0.69,0,0,32.43,0,10.07,4.24,1.09
108-118,0,0,0.84,5.13,296.99,0.7,2.32,58.21,2.45,164.27,2.41,9.52,120.07,0,0,6.1,256.81,0,26.35,14.06,0,42.17,113.48,0,2.86,110.89,0.53,1.85,1.07,0,3620.84,0,63.73,1.47,0,0.63,47.28,2.74,3.64,2,0
120,0,0,0,4.41,188.29,0,0,13.79,0,101.21,2.94,11.69,45.39,0,2,5.67,105.34,0,20.2,16.46,0,14.33,52.9,0,0,109.82,4.62,5.27,2.09,0,1624.36,0,44.05,0,0,5.23,19.67,0,4.26,0,0
