stage,blastomeres,epidermis,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,ionocyte,mesenchyme,mucous,mural.cell,neural,notochord,otic,periderm,taste,visceral.smooth.muscle
  5-6,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0.93,0,0
 48-58,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0
 60-70,0,0,0,0,0.64,0,0,0,0,0,0,0,0.84,0,0,37.76,0,0
 72-82,0,0.57,0.91,0,0.49,0,2.83,0,0,0,0,1.28,6.78,0,0,193.36,0,0
 84-94,0,0,3.7,0,0.59,3.89,0,0,1.91,6.84,2.04,0,22.01,0,1.44,480.4,7.51,0
 96-106,0,8.17,30.16,0.7,16.88,0,6.4,0,6.05,7.5,7.54,7.85,32.47,0,0.73,1060.06,0,0
108-118,0,0.42,3.5,0,15.43,0,0.79,0.91,11.1,3.72,13.52,0,17,0,0,947.54,0,0.57
120,0,0,15.23,0,10.98,0,0,0,0,0,5.35,0,4.71,6,0,515.01,0,0
