stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,51.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,16.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.23,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.97,0,3.32,0,0,0,7.72,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,1139.95,44.93,0,0,49.39,0,0,0,0,10.84,0,0,0,0,0,0,0,0
 14-21,0,0,2.52,4.68,218.92,69.75,0,136.67,0,0,0,24.89,7.77,5.55,0,21.53,0,0.93,53.3,0,48.67,0,0,19.06,540.47,30.77,5.06,116.02,3.82,0,0,0,2.79,5.4,0,8.45,203.93,0,0,64.22,0,0
 24-34,0,0,2.11,13.59,154.48,9.51,0,212.03,0,6.42,6.53,39.29,7.64,41.89,0,0,1.45,15.77,62.35,0,203.11,1.86,0,91.57,404.61,6.86,113.03,88.94,0,6.8,2.32,0,0,11.16,0,2.02,153.82,0,0,429.35,0,0
 36-46,0,0,0,2.59,72.37,0.58,0,113.8,0,4.08,11.98,39.23,7.63,41.5,4.91,0,21.87,15.03,25,0,427.13,3.17,8.06,137.04,237.01,2.41,185.63,74.14,0,8.6,2.87,0,2.07,4.29,0,0,114.22,0,4.69,435.04,0,5.13
 48-58,0,0,0,0,45.9,2.22,0,170.4,0,21.21,25.94,69.58,18.85,42.05,1.13,0,1.94,4.52,26.4,0.99,644.76,0.95,17.58,105.97,222.54,1.03,122.94,34.17,0,0.64,3.32,0,0,2.44,1.42,0,86.79,0,16.77,527.72,0,14.52
 60-70,0,0,0,0,44.3,0,0,250.31,0,16.07,20.5,117.34,21.82,23.62,1.88,11.35,16.39,6.27,42.01,6.19,1231.83,0,31.17,51.78,138.31,0,91.76,19.2,0,10.43,13.46,0,0,3.95,0,0,54.79,0,22.8,394.66,15.2,14.76
 72-82,0,0,1.85,0,15.35,1.96,0,311.62,1.84,19.34,15.71,204.35,71.1,43.06,5.71,1.56,12.41,4.32,62.84,0,1518.03,0,94.12,57.35,157.18,0.52,155.55,22.91,0,37.52,0,0,0,1.83,0.51,0,31.49,2.98,35.83,583.95,32.77,6.33
 84-94,0,0,0.8,0.57,12.12,0.83,0,490.41,0,16.49,25.91,167.05,98.29,26.48,2.2,0,3.03,2.04,101.68,0,1121.32,1.39,68.82,37.49,134.44,0,68.96,26.91,0,25.47,1.21,0,0,4.72,1.18,0,24.15,2,42.4,498.6,15.18,16.54
 96-106,0,0,3.85,6.38,26.42,2.5,4.73,673.69,0,22.53,8.63,313.27,106.29,44.73,9.95,2.01,5.58,17.47,122.06,0,1123.07,0,54.61,21.02,199.08,1.19,202.99,43.44,0,26.49,13.85,0,0,5.77,0,0,15.12,1.08,27.77,572.94,22.77,7.41
108-118,0.45,0,3.75,6.72,14.71,0,0,682.12,0.68,21.74,21.76,315.68,104.05,34.25,4.97,1,7.98,4.16,139.37,2.87,948.12,2.89,50.46,31.77,168.33,0,121.33,24.66,0,36.51,4.35,0,0,4.38,0.66,0,12.19,1.56,17.94,389.4,17.43,3.31
120,0,0,0,0,18.87,9.74,0,415.52,0,25.34,5.69,300.67,65.2,31.09,0,4.71,5.37,2.15,115.46,4.81,664.46,0,42.68,39.32,240.7,0,44.66,8.1,0,44.89,1.05,0,0,13.36,0,0,7.68,1.81,35.8,350.41,12.15,1.64
