stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,7950.21,198960.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6782.72,0,0,0,0,0,0,0,0,0,0,0
  5-6,18162.64,413231.62,323.97,0,0,0,0,0,0,0,0,0,542.24,0,0,0,0,0,0,0,0,0,0,0,7423.44,671.83,0,0,2091.91,0,8454.75,0,0,0,0,0,0,0,0,0,0,0
  7-9,1908.45,5815.95,1451.18,0,5.95,0,14406.16,0,0,0,0,0,1855.25,0,0,0,0,0,0,0,0,0,0,0,200982.2,2625.54,0,0,39762.15,0,859.94,360.32,0,49.21,0,0,0,0,0,0,0,0
 10-12,9.55,637.82,447.63,0,56.78,0,1657.58,0,0,0,0,0,649.11,0,0,0,0,0,0,0,0,0,0,0,12906.48,589.71,0,0,7588.96,0,123.57,91.19,85.46,526.26,0,88.75,0,0,0,0,0,0
 14-21,0,3.11,23.3,387.32,335.45,0,303.06,0,0,0,7.29,9.43,141.94,0,1.23,6.94,0.87,0,1.15,1.73,125.81,0,0,147.41,1009.04,141.54,1.84,5.46,78.72,0,4.76,4.48,1485.58,11.85,62.56,2965.59,276.63,0,0,10.89,0,0
 24-34,0,0,2.08,20.62,3.85,0,105.15,0.63,0,2.3,3.55,2.1,0.81,0,0,3.66,1.87,0.91,12.75,0.95,41.53,0.91,0.69,24.41,232.28,22.16,0,0.61,0,1.14,5.4,0,2.46,2.76,1.92,275.7,24.78,0,0,6.3,0,4.09
 36-46,0,0,0,12.22,0,0,39.34,1.3,8.98,5.02,0,2.45,0,0.57,1.54,1.89,0.61,2.38,6,1.09,17.61,0,0.67,20.79,86.47,3.24,0,1.5,0,0,19.4,0,0,0,0,4.14,6.24,0,0,2.49,0,0
 48-58,0,0,0.4,8.07,0,0,60.03,2.07,0.4,1.63,7.24,2.99,0,0,1.15,2.49,2.71,0,16.42,0.39,43.73,1.71,4.47,33.04,80.69,2.86,0.68,1.11,0,0,1.1,0,0,1.14,6.82,0,7.66,0,0,1.98,0,0
 60-70,0,0,0,27.92,0,0,59.18,1.53,0,6.25,15.45,3.73,0,0,0,8.43,1.23,0,27.91,0,74.06,0,4.83,32.41,119.31,2.17,1.12,2.4,0,0,4.42,0,5.3,0.97,0.68,0,7.11,2.3,5.47,3.33,0,0.69
 72-82,0,0,0,23.05,5.48,2.87,66.54,4.62,0,4.44,32.36,9.83,0,0.66,1.53,8.17,0.57,2.43,10.63,0.6,110.88,1.04,5.53,39.09,105.48,2.69,1.12,1.15,0,0.8,14.14,0.56,0,0.5,0,0,20.78,0.71,2.28,3.19,0.5,0
 84-94,0,0,0,29.54,14.71,16.93,64.84,1.33,1.76,4.41,34.59,14.57,0,0,4.5,5.91,1.26,2.83,17.66,0,151.22,0.76,3.89,46.5,96.2,9.69,2.06,5.78,0,0,32.73,0,0,1.18,1.41,0,16.29,4.83,6.29,8.74,0.89,0
 96-106,0,0,0,93.53,21.81,9.58,75.07,10.4,2.33,12.88,59.94,13.4,0,3.65,4.41,10.5,0,0,11.94,0,131.18,0,3.52,44.17,107.29,6.46,0.59,4.31,0,0,27.55,0,0,5.22,0,0,11.86,2.99,1.34,8.44,2.22,3.32
108-118,0,0,0,196.22,8.72,14.93,106.82,1.17,24.91,7.14,45.91,10.8,0,0.61,1.44,4.01,2.77,0.65,16.6,0.72,159.93,3.99,7.28,67.6,165.97,5.55,2.64,7.06,0,0,35.19,0,0,0,0.91,0,3.62,2.92,0,13.29,0,10.17
120,0,0,0,159.88,7.62,1.14,79.59,2.51,17.79,3.3,68.28,40.03,0,0,1.58,3.64,1.25,0,5,0,139.87,2.29,2.75,77.39,140.13,5.95,0,7.23,0,4.22,29.76,0,0,0,0,0,8.87,4.74,3.84,9.75,0,2.34
