stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,123.07,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,14.18,0,95.88,0,0,23.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.44,22.94,0,0,9.18,0,5.34,22.01,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.43,0,747.82,0,138.79,4.53,0,0,0,0,0,12.11,0,0,0,0,0,12.78,0,0,0,0,0,2133.31,780.99,0,0,146.62,0,8.27,0,4.75,54.73,0,0,0,0,0,0,0,0
 14-21,0.89,8.65,0,84.61,2321.03,54.33,840.53,0,1.17,0,3.19,125.88,8.84,0,0,9.78,0,0,12.85,0,140.01,2.33,0,27.82,778.95,2132.78,0,26.86,20.38,0,78.82,0,11.25,0,1.79,3.19,173.49,0,0,0.81,0,0
 24-34,0,0.83,0,60.07,654.96,1.9,516.09,0,5.75,2.74,4.74,65.91,0,1.69,0,0,0,0,27.6,0,106.06,6.31,0,6.82,847.96,155.5,1.87,43.24,0,0,147.18,0,0,0,0,5.01,898.39,0,0,34.37,0,0
 36-46,0,0,0,3.98,215.3,0,402.6,0,15.35,23.58,3.55,27.42,0,0.82,0.63,0.58,2.76,2.13,4.6,0.66,202.72,1.08,2.85,18.64,745.34,57.14,1.67,61.35,0,0,255.93,0,0,0,0,0,1125.13,0,0,109.92,0,3.64
 48-58,0.77,0,0,0,117.94,0.69,1147.06,0,16.5,30.53,36.5,15.68,0,0,0,0.51,7.32,4.62,21.19,5.86,281.69,1.33,1.8,31.73,760.05,24.48,0,30.24,0,0,207.42,0,0,0,0,0,573.17,0,0,59.54,0,0.49
 60-70,0,0,0,0,80.45,0.97,3554.94,0,25.05,78.64,59.85,16.06,0,0,6.38,0.71,0,8.37,0,9.71,436.09,2.99,5.76,17.91,572.94,13.53,0,16.19,0,0,230.35,0,0,1.88,2.16,0,283.3,0,0,60.29,6.26,0
 72-82,0,0,6.22,0,78.28,0,3507.29,0.72,17.16,85.27,131.85,15.49,0,1.97,1.18,2.98,5.58,0,3.49,0,430.81,3.61,1.52,14.18,687.04,7.55,0.74,47.54,1.13,3.01,200.62,0,0,0,0,0,152.05,0,1.07,136.94,9.14,6.36
 84-94,0,0,12.29,0,169.15,7.13,2398.99,1.49,30.46,59.38,140.7,33.13,0,0,1.07,6.66,0,1.11,1.64,0,445.61,3.63,10.29,17.52,610.67,10.62,1.05,29.33,0,0,546.91,0,0,0.66,0.69,0,99.21,1.53,1.34,104.52,7.13,0
 96-106,0,0,15.94,0,109.42,13.86,2486.35,3,42.21,44.58,128.81,36.28,0,4.87,3.28,6.87,1.9,5.05,4.73,0,448.37,3.3,5.13,19.13,596.56,10.44,1.48,42.04,0,0,401.92,0,0,0,0,0,86.29,0,5.05,143.88,2.43,8.2
108-118,3.95,0,14.79,0,105.96,0.64,2856.74,14.98,44.68,34.7,139.45,43.43,0,3.6,1.19,8.57,1.18,1.69,2.94,0.57,452.81,16.43,2.24,22.27,879.43,13.38,2.06,39.46,0,0,256.96,0,0,0,0,0,46.43,2.17,0,81.22,2.04,0.92
120,0,0,5.19,0,94.51,0,1521.52,0,50.92,39.34,123.22,29.48,0,0,0,2.26,0,2.64,29.2,0,420.96,13.25,3.51,16.32,868.35,12.73,0,65.79,0,0,236.3,0,0,0,0,0,69.82,0,0,87.25,0,0
