stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,19.82,256.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,241.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.1,7.56,23.77,0,0,0,29.26,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,203.69,0,0,0,79.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,16.43,0,0,0,35.2,0,0,0,0,0,19.75,0,0,0,0,0,0,0,0,0,0,0,178.64,0,0,0,65.81,0,0,0,4.19,11.35,0,5.61,0,0,0,0,0,0
 14-21,0,0,1.73,35.25,3.92,0,17.37,0,0,0,4.34,2.4,0,0,0,0,0,0,0,0,30.07,0,0,11.83,184.93,1.61,0,0.86,3.68,0,7.19,1.11,16.77,0.82,0,31.44,41.56,0,0,0,0,0
 24-34,0,0,1.31,16.41,1.47,0,37.35,0,1.29,0,2.97,0,0,3.59,0,0.64,0,1.09,10.02,0,43.9,0,0,10.51,259.28,0,0,4.17,0,0,14,0,2.33,0,0,7.65,51.43,0,0,7.75,0,7.37
 36-46,0,0,0,8.15,1.12,0,44.09,0,0,0,14.3,1.94,0,0,0,3.82,0,0.65,4.79,0,30.64,0,0.6,7.76,144.53,0,7.61,1.84,0,0,3.97,0,0,0,0,0,32.17,0,0,1.33,0,1.31
 48-58,0,0,0.4,4.54,0,0,53.75,0,0,3.81,27.33,2.33,0,1.67,0,0,0,1.32,0,6.14,29.93,3.1,0.5,8.94,136.01,1.41,0.87,0,0,0,2.33,0,0,0,0,0,32.48,0,0,1.49,0,4.43
 60-70,0,0,0,12.2,0,0,60.82,0,0,1.32,7.12,1.93,0,5.1,4.08,0,0,0,0,0.95,40.84,0,16.73,0.72,96.57,0,0,0.65,0,0,4.7,0,0,0,0,0,10.62,0,0.57,1.63,0,8.49
 72-82,0,0,0,19.47,0,0,70.81,0,0,0.59,26.87,2.73,0,0.91,1.01,0,4.38,2.61,0.78,0,41.26,0.93,10.02,9.33,96.4,0.64,1.39,1.84,0,0,9.41,0,0,0,0,0,16.47,0,1.28,6.62,1.16,4.44
 84-94,0,0,0,9.47,0.69,0.92,67.38,0.67,2.55,0.91,12.08,3.5,0,1.27,2.17,1.82,0,0,0,1.05,34.14,1.75,0,5.36,52.54,1.96,0,0,0,0,44.56,0,0,0,0,0,0,0.78,0,6.66,0.63,6.18
 96-106,1.12,0,0,14.6,2.88,0,58.49,0.9,1.86,3.67,35.22,3.6,0,1.3,4.18,3.36,1.14,0,2.67,0,57.43,0,3.19,7.15,72.91,0.61,2.72,1.21,0,1.37,61.92,0,0,1.03,0,0,2.7,0.61,2.42,8.66,4.85,1.64
108-118,0,0,0,26.51,3.42,0,44.39,0.84,0.96,1.73,29.38,3.37,0,1.9,8.35,6.97,0.65,1.02,5.32,0,81.39,3.61,1.77,15.67,98.41,0,2.55,0.91,0,0,51.19,0,0,2.92,3.63,0,10.09,0,0,4.86,0,0.75
120,0,0,0,63.87,2.71,1.03,53.86,2.85,4.97,1.58,86.8,3.51,0,0,10.35,0,5.05,2.64,5.07,0,160.76,10.9,31.69,16.07,141.46,0,0,0,0,0,17.86,1.53,0,0,0,0,22.15,0,0,11.5,2.31,13.04
