stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,2076.27,45617.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708.68,0,0,0,0,0,0,0,0,0,0
  5-6,2720.12,40452.84,0,41.52,0,0,0,0,0,0,0,0,0,179.29,0,0,0,0,0,0,0,0,0,0,0,964.88,111.17,0,0,255.72,0,1969.85,0,0,0,0,0,0,0,0,0,0
  7-9,731.32,1156.68,0,1261.54,0,5.95,0,4208.34,0,0,0,0,0,882.01,0,0,0,0,0,0,0,0,0,0,0,31707.88,1000.66,0,0,8382.41,0,183.05,237.65,0,0,0,0,0,0,0,0,0
 10-12,11.39,861.27,0,1352.04,0,150.89,0,2687.13,0,0,0,0,0,498,0,0,0,0,0,5.32,0,0,0,0,3.87,21784.72,565.37,0,0,7698.33,0,54.19,68.15,32.55,1198.26,0,78.21,18.04,0,0,0,0
 14-21,1.85,4.28,0,110.83,2729.96,343.19,0,803.23,0,8.35,0,163.38,89.87,30.06,16.04,7.55,60.38,0,2.89,6.03,10.72,739.75,11.21,0,636.14,6259.25,117.12,10.25,202.52,237.68,0,284.32,5.05,1607.8,104.48,129.81,4306.31,2047.49,0,35.98,0,3.66
 24-34,0,0,1.32,32.53,282.6,17.43,0,396.85,8.9,13.06,3.37,59.7,10.43,1.85,7.53,5.3,8.9,0,16.21,9.85,0,367.79,1.39,0.81,155.7,2653.96,14.64,11.94,55.13,0,0,157.71,0,8.95,26.46,18,381.46,542.03,0,53.19,0,1.19
 36-46,0,0,4.46,3.78,114.09,3.46,0,309.5,20.48,6.81,16.15,121.25,4.03,1.18,12.44,7.82,1.27,1.92,8.79,14.06,3.64,418.7,0,8.24,99.34,1810.74,17.25,1.72,46.13,0,0,143.85,3.2,0,42.15,9.06,5.82,410.62,0.62,21.69,0,7.17
 48-58,0,0,1.14,0.4,40.65,0.4,0,118.5,25,8.61,8.95,75.36,8.68,0.54,4.36,2.21,5.18,3.67,2.17,10.69,4.96,221.78,0.53,7.67,64.57,383.12,0,1.17,22.55,0,0.95,61.37,0,0,3.77,4.37,2.82,166,0.42,6.74,0.9,6.95
 60-70,0,0,0,0,15.56,0,0,98.6,7.71,1.03,0.68,40.46,2.92,0,0.59,1.96,7.93,0,0.63,13.45,0,110.34,0,6.09,15.05,74.25,0,1.27,5.88,0,0,43.27,0,0,1.69,17.1,0,52.69,5.24,6.98,0.83,0
 72-82,0,0,0,0,12.72,1.36,0,48.26,4.22,2.95,4.19,23.93,2.78,0,0,1.97,4.25,0,0.79,9.3,0,61.56,0.61,3.59,16.87,38.35,0.61,0,16.48,0,0,25.88,0,0,0,1.04,0,16.3,0,4.24,4.51,0
 84-94,0,0,0,0,16.72,0,0.7,56.01,15.73,4.47,3.24,22.7,1.48,0,0,5.76,0.6,0,0,32.96,0,79.49,0.57,0.9,9.07,24.71,3.84,0,18.86,0,0,78.96,0,0,1.82,3.83,0,15.93,0.71,8.07,2.87,0
 96-106,0,0,0.88,0,14.77,21.26,0.84,38.02,0.64,3.13,0.76,20.43,5.69,0,0,4.63,0.77,1.49,0,42.52,0,52.1,0,1.77,8.12,28.09,0,0.56,25.4,0,0,27.21,0,0,0.7,1.44,0,2.61,0,0,4.12,0
108-118,0,0,1.61,0,3.25,7.21,2.3,18.47,3.64,0.49,4.69,10.83,2.62,0,0.8,8.68,0.43,0,2.48,99.55,0,70.28,0,0,13.01,32.73,0,2.06,20.35,0,0,30.39,0,0,0,2.88,0,1.44,0,0.83,1.92,0
120,0,0,0,0,0,0,4.22,27.04,0,2.21,0,9.6,4.09,0,0,1.35,0,0,0,29.32,0,21.39,2.91,11.74,16.13,3.21,0,0,15.74,0,5.9,17.05,0,0,0,0,0,2.14,0,0,4.64,0
