stage,axial,blastomeres,endoderm,eye,gut,hatching_gland,liver,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,spinal_cord
  3-4,30.23,89.81,0,0,0,0,0,0,0,0,0,17.98,0
  5-6,79.3,265.25,12.33,0,0,17.77,0,0,69.95,0,13.59,0,0
  7-9,27.44,0,4.33,0,0,42.67,0,0,73.18,0,189.45,0,0
 10-12,0,0,14.21,3.98,0,21.9,0,0,315.87,21.58,17.45,0,0
 14-21,0,0,0,0,0,0,0,0,0,1.88,0,0,1
 24-34,0,0,0,0,0.63,0,0,2.8,0,2.68,0,0,0.78
120,0,0,0,0,0,0,10.14,0,0,0,0,0,0
