stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.28,3507.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,0,0,0,0,0,0,0,0,0
  5-6,79.91,1405.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0
  7-9,5.28,28.09,0,0,0,0,0,30.83,0,0,0,0,0,20.76,0,0,0,0,0,0,0,0,0,0,0,248.55,38.54,0,0,60.84,0,5.34,4.3,0,0,0,0,0,0,0,0,0
 10-12,0,33.06,0,7.71,0,0,0,3.4,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,174.81,45.89,0,0,85.11,0,6.13,0,4.76,14.08,0,0,0,0,0,0,0
 14-21,0,0,67.57,5.31,40.17,8.3,0,3.7,0,0,0,13.65,4.76,0,0,0,0,0,0,0,0,13.25,0,0,8.66,103.42,484.28,0,2.82,2.33,0,0.97,1.12,15.7,2.17,12.16,96.19,0,0,0,0,0
 24-34,0,0,61.81,6.05,52.92,0.99,0,9.75,0,3.48,3.01,7.78,1.01,0,0,0,0.6,0,4.96,4.55,0,32.75,0.69,0,19.51,230.05,114.75,40.39,11.45,0,0,4.46,0,0,0,11,111.98,0,0,4.27,0,1.31
 36-46,0,0,35.34,1.84,33.8,1.46,0,24.88,0,4.17,9.09,21.52,0,0,0,0,0,0,8.56,1.74,0.79,36.91,0,1.99,25.08,266.07,103.21,57.44,13.28,0,0,13.33,0,0,0,0,99.98,0,0,4.39,0,0
 48-58,0,0,21.83,1.84,25.73,1.3,0,47.95,0,2.99,6.34,12.06,6.11,0,8.55,0,0,0,10.82,4.02,0,60.9,0.5,0,15.05,322.26,48.75,33.49,27.35,0,0.53,24.36,0,0,0,0,175.15,0,1.28,21.43,0,2.3
 60-70,0,0,7.26,0,36.97,6.92,0,154.75,0,2.11,9.79,28.94,7.42,0,0.93,1.5,4.82,0,14.66,0.65,0,134.73,0,6.7,2.12,414.64,48.17,37.09,32.49,0,0.94,16.04,0,0,0,0,213.26,0,3,18.61,0,0
 72-82,0,0,28.68,0,35.82,90.75,0,276.5,1.57,5.3,13.21,15.58,2.9,0,3.26,3.54,1.99,1.68,13.13,1.05,0,224.07,0.56,7.76,6.15,484.67,10,30.06,32,0,1.3,16.48,0,0,0,0,180.27,0,5.68,16.83,5.19,0
 84-94,1.23,0,25.63,0,42.95,67.08,0,290.25,0,17.11,10.05,39.83,17.02,0,3.98,9.01,0,0,18.1,1.84,5.93,218.95,1.48,12.76,5.97,466.76,31.43,48.37,58.07,0,14.01,33.4,0,0,0,0,104.73,0.72,2.51,52.17,9.86,0.82
 96-106,0,0,55.85,0,51.97,114.41,1.76,417.83,0,2.94,1.92,39.06,13.75,0,1.46,15.08,0,3.34,11.07,16.25,0,212.36,0.76,5.53,5.22,310.22,24.85,62.71,61.33,0,9.01,24.2,0,0,0,0,62.28,0,3.31,34.41,16.83,5.83
108-118,0,0,29.07,0.96,61.91,53.16,0,333.66,0,20.49,7.71,29.17,21.45,0,1.01,30.54,2.56,2.04,30.64,0.9,0,244.24,0,10.3,4.52,463.92,41.19,37.91,46,0,5.61,26.88,0,0,0,0,39.09,0,2.46,62.59,12.08,6.2
120,0,0,17.17,0,78.95,104.39,0,310.71,2.44,13.52,0,43.55,16.25,0,0,25.31,0,0,21.14,2.7,0,291.55,0,8.3,1.56,657.98,86.87,36.39,71.79,0,0,12.47,0,0,0,0,51.12,0,2.93,60.11,7.04,4.67
