stage,axial,blastomeres,epidermis,eye,glial,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,vascular_smooth_muscle
  3-4,0,16.69,0,0,0,0,0,0,0,0,0
  5-6,0,42.94,0,0,0,0,0,0,0,0,0
  7-9,6.74,0,0,0,0,0,25.14,0,4.43,0,0
 10-12,0,0,0,4.51,0,0,7.96,5.46,0,0,0
 36-46,0,0,0,0,0,0,1.06,0,0,0,0
 60-70,0,0,1.26,0,0,0,0,0,0,1.77,0
 72-82,0,0,0,0,1.17,0,1.33,0,0,0,0
 84-94,0,0,0.55,0.86,0,2.83,0,0,0,0,0
 96-106,0,0,0,0.98,0,0,2.16,0,0,0,0.67
108-118,0,0,0,0,0,0.99,0,0,0,0,2.97
