stage,epidermis,eye,neural,paraxial.mesoderm,spinal.cord
  7-9,0,0,0,4.78,0
 10-12,0,0,0,4.85,0
 14-21,6.92,0,4.88,0,0
 24-34,7.84,0,0.92,0,0
 36-46,0.92,0.67,0.83,0,0
 48-58,0.37,0.38,2.65,0,0
 60-70,2.17,0,0.75,0,0
 72-82,0,0.68,1.67,0,0
 84-94,0,3.04,1.49,0,0
108-118,0,1.78,1.81,0,5.08
120,0,0,22,0,0
