stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,39.66,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.21,5.89,0,0
 36-46,0,0,0,0,0,3.68,0,0,0.99
 48-58,0,0,0.7,0,2.53,1.41,0,0,0.52
 60-70,0,1.02,1.3,0,0,0,0,0,0
 72-82,0,0,0,1.09,0,5.23,0,0,0
120,0,0,0,0,0,0,0,1.45,0
