stage,eye,mesenchyme,mural_cell,neural,otic,somites,spinal_cord
  7-9,0,0,0,14.33,0,0,0
 14-21,0,0.86,0,1.94,0,1.07,0
 24-34,0,0.91,0,0,0,0,0
 36-46,0,1.56,0.55,0.97,0,0,0.84
 60-70,0.81,0.62,0,0,0,0,0
 84-94,0,0,0,2.61,1.12,0,0
 96-106,0,0,0,2.37,0,0,0
108-118,0,0,0,1.63,0,0,0
120,11.71,0,0,24.57,0,0,5.86
