stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.99,191.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,22,370.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.52,0,3.4,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,8.02,0,0,21.84,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,0,0,0,33.59,0,0,6.03,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.29,0,11.84,0,0,6.66,0,0,0,3.44,0.98,0,0,0,0,0,0,0,5.5,0,0,4.52,95.15,14.55,0,0.94,19.9,0,17.11,0,9.74,0,1.02,4.02,53.34,0,0,0.84,0,0
 24-34,0,0,2.82,0,2.1,0.61,0,3.88,0,0,0,3.21,0,0,0,0,0,0,0,0,11.71,0,0,2.01,93.82,2.36,4.98,0,0,0,8.6,0,0,0,0,0,52.88,0,0,5.74,0,0
 36-46,0,0,0,0,3.19,0.67,0,7.2,0,0,0,8.76,0,0,0,0,0,0,1.51,0,1.83,0,0,1.99,231.86,2.15,6.04,0,0,0,2.68,0,0,0,0,0,61.98,0,0,0.58,10.08,0
 48-58,0,0,2.27,0.43,16.37,0,0,20.28,0,0,12.6,14.44,0,1.13,0,0,0,0,0,0,16.29,0,1.45,2.67,346.18,8.2,2.28,0,0,0.9,0.91,0,0,0.53,0,0,54.63,0,1.85,1.11,2.91,0
 60-70,0,0,0,2.04,18.78,0,0,109,0,0,9.78,53.01,0,0,0,0,0,0,0,0,113.32,0,3.4,2.56,626.61,0.62,2.16,6.34,0,0,0,0,0,0,0,0,88.22,1.62,0,3.02,12.33,0
 72-82,0,0,0.9,4.63,58.39,4.39,0,265.39,16.01,0,9.14,242.61,0.51,0,7.12,13,0,0,8.77,0,559.03,0,17.44,2.58,1104.26,2.36,5.07,21.94,0,6.29,4.13,0,0,0,0,0,80.72,2.59,3.75,2.53,76.02,17.41
 84-94,0,0,4.17,7.35,150.63,6.85,0,323.53,0,0,2.57,257.57,2.2,0,3.8,79,8.71,0,0,0,517.56,0,11.85,15,855.07,2.71,0.71,16.02,0,3.23,2.58,0,0,0,0,0,50.97,8.78,3.74,3.72,101.08,0.61
 96-106,0,0,0,1.06,233.2,4.19,0.66,547.29,0,0.89,31.45,549.13,4.53,2.51,5.8,6.28,5.85,0.77,0,0.65,830.54,2.38,41.67,14.85,877.12,11.34,22.61,17.81,0,9.05,7.52,0,0,0,0,0,62.41,19.31,10,16.23,149.32,4.6
108-118,0,0,1.78,9.85,300.55,1.52,0.78,356.95,0,0,4.51,517.78,9.82,0,17.77,108.5,1.03,0,16.01,0,1322.08,0,24.66,20.18,1862.58,14.19,10.95,28.27,0,24.78,3.91,0,0,0.73,0,0,46.56,26.81,34.95,16.09,197.91,0.94
120,0,0,4.34,2.55,101.7,1.47,0,153.38,0,0,2.48,305.7,5.92,0,21.3,35.43,0,2.64,0,0,730.24,0,62.96,15.14,1533.4,21.99,3.4,18.2,0,124.49,1.69,0,0,0,0,0,46.96,2.68,13.35,19.13,74.1,0
