stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,112.67,1085.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.03,0,0,0,0,0,0,0,0,0,0,0
  5-6,92.64,1799.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.57,0,0,0,7.5,0,8.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,38.86,70.86,0,52.72,0,0,102.57,0,0,0,0,0,23.38,0,0,0,0,0,0,0,0,0,0,0,1103.96,40.95,0,0,322.81,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,46.23,0,74.03,0,0,139.6,0,0,0,0,0,10.79,0,0,0,0,0,0,0,0,0,0,0,777.7,34.83,0,0,254.34,0,0,0,3.96,15.51,0,5.96,0,0,0,0,0,0
 14-21,0,0,0,3.63,81.06,15.48,9.37,0,0,0,15.87,2.57,1.19,0,0,2.12,0,0,1.36,1.18,43.28,0,0,23.18,276.72,13.53,1.04,8.1,7.27,0,3.55,1.58,30.78,1,0.89,34.58,128.28,0,0,0.82,0,0
 24-34,0,0,0.61,1.84,46.93,1.28,44.96,0,7.19,2.63,6.52,0,0,0.67,0,4.76,2.16,1.5,0.92,0,60.53,0,1.66,36.15,603.85,4.1,10.27,7.78,0,0,20.96,0,0,0,0.66,6.11,151.48,0,0,30.27,0,0
 36-46,0,0,0.85,0,30.19,2.76,77.93,4.24,3.86,2.27,15.49,0.56,0,0.63,0,1.35,0,3.84,0,1.33,86.72,0,0,30.19,821.68,3.18,11.64,0.97,0,0,12.59,0,0,0,4.92,0,238.18,0,0,2.41,0,3.36
 48-58,0,0,0,0,7.25,0,199.63,1.31,10.24,3.69,42.21,4.15,6.88,2.68,0.4,0.89,0,3.7,0,8.71,125.4,0.45,4.25,28.24,877.4,6.83,3.98,11.61,0,0,6.05,0,0,0,2.37,0,246.42,0,0,10.64,0,1.54
 60-70,0,0,0,0,20.67,0.58,321.13,0,15.8,2.48,27.77,0.64,6.38,0,0.61,0,3.65,0.72,0,0,120.82,1.01,4.55,11.57,867.04,4.74,8.69,4.43,0,0.97,7.2,0,0,4.81,1.67,0,263.21,2.51,6.17,8.1,1.09,13.27
 72-82,0,0,0.64,0,13.72,21.77,290.96,0,6.56,8.61,58.75,1.26,1.95,0.58,2.04,0.61,11.57,2.86,1.68,7.56,208.59,0.52,10.6,15.04,674.34,1.43,3.31,3.74,0,3.34,9.73,0,0,0,0,0,168.67,0,2,19.52,5.84,0
 84-94,0,0,0,0,21.49,5.65,126.63,0,2.67,3.88,40.96,3.47,7.47,0,9.04,5.64,4.55,0.81,1.49,5.93,111.9,0.89,7.99,6.58,382,1.29,5.49,3.32,0,10.51,23.78,0,0,1.56,0.61,0,140.39,2.23,18.53,5.54,8.61,8.19
 96-106,0,0,0,0,18.93,14.79,183.51,0,6.16,1.87,37.04,2.16,2.38,5.93,3.96,3.89,1.24,5.75,2.21,0,150.52,0,12.14,6.52,347.74,0,0.59,5.33,0,5.19,29.44,0.64,0,0.7,0,0,22.74,0,8.13,8.91,12.5,9.89
108-118,0,0,1.63,0,35.4,16.2,124.09,1.01,8.73,3.11,43.56,5.3,0,0.51,3.59,3.34,2.18,2.81,0.63,0,125.17,0,7.52,12.36,412.87,2.72,9.54,7.62,0,13.53,20.32,0,0,0.48,0.93,0,18.65,1.8,3.05,5.5,10.78,10.44
120,0,0,0,0,52.05,9.32,121.94,2.05,5.85,3.18,64.75,11.41,0,4.47,12.9,0,6.65,1.77,0,4.02,109.32,11.34,13.61,13.62,578.22,11.05,23.98,5.94,0,26.94,21.95,0,0,2.27,0,0,44.47,3.57,2.12,38.56,9.87,1.64
