stage,erythrocytes,eye,fin.mesenchyme,glial,immune,mesenchyme,muscle,neural,otic,somites,spinal.cord
 14-21,0,0,0,0,0,0,0,0,0,0.89,0
 24-34,0,0.8,0,0,0,1.31,0,7.83,0.74,0,5.23
 36-46,0,0,0,0,0,1.7,0,0,0,0,1.36
 48-58,0,1.49,0,0,0,0,0,2.59,0,0,0
 60-70,0,0,0,0,0,0,0,2.16,0,0,0
 72-82,0.7,1.69,0,0.9,0,0,0,1.62,0,0,0
 84-94,0,0,1.03,1.56,0,0,0,0,0,0,0
 96-106,0,0,0,0.8,0,1.5,0.56,0,0,0,0
108-118,1.1,0,0,0,0.75,4.19,0,0.44,0.72,0,0
