stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,107.85,1329.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,92.01,1588.13,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.31,19.62,0,0,20.05,0,22.63,0,0,0,0,0,0,0,0,0,0,0
  7-9,29.14,18.2,0,19.14,0,0,0,63.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.82,32.44,0,0,242.52,0,0,9.95,0,0,0,0,0,0,0,0,0,0
 10-12,0,29.79,0,40.84,0,20.36,0,207.48,0,0,0,0,0,18.93,0,0,0,0,0,0,0,0,0,0,1386,67.17,0,0,212.53,0,0,4.37,0,10.85,0,0,7.62,0,0,0,0,0
 14-21,2.31,0,0,1.14,13.76,8.96,0,14.01,0,0,0,21.49,1.05,2.24,2.46,0,0,0,0,0,0,10.4,0,7,431.65,12.04,2.4,0,6.05,0,0,0,3.83,2.1,0,4.3,203.62,0,0,2.17,0,0
 24-34,0,0,0,0,4.69,1.54,0,50.84,0,0,0,25.54,1.08,0,0.79,3.44,0.85,0,0.6,0,1.64,19.31,0,7.87,1500.91,2.17,25.45,2.92,0,0,1.05,0,0,1.11,0,0.67,339.1,0,0,4.44,0,1.68
 36-46,0,0,0.85,0,2.69,0,0,133.24,0,0,0.75,112.01,0,0,0,0.57,0.63,0.86,0,0,0,21.15,0,6.71,2325.74,1.44,22.36,6.15,0,0,0,0,0,0,0,0,430.16,0,0,12.18,0,8.8
 48-58,0,1.29,0.59,0,12.33,3.5,0,565.01,0,1.48,0.97,276.94,0.38,0,4.47,1.21,5.68,1.32,0.55,5.51,1.74,52.64,1.98,9.88,3855.98,10.09,14.49,0,0,0,4.45,0,0,0,0,0,715.3,0,0,3.26,0,21.27
 60-70,0,0,0,0,5.31,0.8,0,1533.92,0,3.13,0.91,449.4,1.75,0,0.93,1.65,0,1.14,1.16,1.92,0,89.97,7.54,5.36,4896.27,5.95,25,7.34,0,0,3.44,0,0,2.16,1.25,0,637.88,2.51,0.98,8.92,0,14.1
 72-82,0,0,2.85,0,28.9,3.77,0,2073.69,0,2.85,8.88,433.49,2.82,0,1.85,4.83,5.71,1.27,0,0.5,0,124.2,1.84,7.28,4151.62,0,42.08,3.04,0,0,6.12,0,0,1.11,0,0,446.16,0.87,3.8,7.35,3.85,17.89
 84-94,0,0,2.98,0,15.72,7.22,0,1430.39,0,0,11.26,315.57,1.52,0,2.05,4.27,1.75,0.62,2.07,0,0,83.38,3.83,3.15,2622.53,0.62,27.41,2.71,0,0,3.62,0,0,2.39,0,0,367.35,0,4.58,2.4,4.69,9.64
 96-106,0,0,0.9,0,14.63,20.07,0.8,1297.58,0,0,0,317.68,2.05,0,0.8,4.62,0,2.09,2.01,0,7.05,118.34,0.8,6.08,2156.66,0.58,44.43,12.25,0,2.45,16.88,0,0,0,0,0,106.67,3.16,1.51,2.38,1.5,9.56
108-118,0,0,6.22,0,22.84,4.78,0,1112.11,0.67,1.69,1.47,350.07,5.74,0,0.49,2.6,0,0.42,2.24,2.82,0,101.53,3.19,8.44,3258.39,0.41,28.47,5.18,0,1.02,3.99,0,0,4.8,0,0,124.14,1.99,0.82,3.27,2.42,2.41
120,0,0,1.43,0,17.54,0,0,812.69,0,3.96,7.25,383.38,1.42,0,4.91,10.26,0,9.64,1.12,0,4.02,89.64,2.4,6.94,4641.07,3.73,12.28,0,0,0,0,0,0,3.15,0,0,158.21,8.53,0,4.18,0,0
