stage,olfactory,otic,taste
 36-46,2.44,0,0
 48-58,4.26,0,0
 60-70,1.73,0,0
 72-82,10.76,0,0
 84-94,9.45,2.26,0
 96-106,5.03,0,1.28
108-118,7.27,0,1.2
120,20.96,0,0
