stage,epidermis,eye,fin.mesenchyme,glial,immune,iridophores,mesenchyme,mucous,neural,olfactory,periderm,spinal.cord,vasculature
 14-21,0.82,0,0,1.61,0,0,0,0,2.06,0,1.02,3.55,0
 24-34,0,0,0,0,0,0,0,0,1.44,0,0,0,0
 36-46,0,1.14,0,0.56,0,0,0,0,0,0,1.99,0,0
 48-58,0.41,0,0,0.94,0,0,0,0,4.52,0,0,0.88,0
 60-70,0,0.62,0,1.79,0,0,0,0,1.82,0,0,0,0
 72-82,0,6.01,0,0,0,0,0,0,6.86,0,0,0,0
 84-94,0,2.66,0,0,0,0,0.64,0,9.05,0,0,0,0
 96-106,0,0,0.64,0,0,0,1.08,0,3.57,0,0,0,0
108-118,0,0,0,5.87,0.65,3.03,0,1.41,1.81,0.43,0,0,1.42
