stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,162.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,92.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.08,0,0,0,8.56,0,0,7.7,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.73,12.18,0,0,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,4.02,3.85,9.63,21.45,0,2.3,0,0,0,0,0,0,7.98,0,0,0,0,0,0,19.58,0,0,2.07,98.14,0,0,0.93,0,0,0,0,4.42,0.85,2.84,2.89,41.25,0,0,0,0,0
 24-34,0,5.59,1.35,3.73,4.1,0,18.88,0,0.8,0,2.94,0.82,0,24.6,0.83,0.63,0,0,0,0,25.49,0,0,6.58,586.86,0,4.22,2.04,0,1.98,1.73,0,0,12.27,4.16,2.07,246.24,0,0,12.09,0,0
 36-46,0,0.95,0,0,0,0,33.76,1.83,0.6,0.81,10.46,0,0,10.1,0,0,0,0,0,3.58,22.56,0,0,8.09,1412.04,1.12,8.68,0,0,0,0,0,0,0,0,0,330.17,0,0,3.18,0,3.66
 48-58,0,5.4,0,12.16,2.86,0,107.88,1.92,0.55,0,16.93,0.39,3.95,1.46,0,0,0,0,0,0,22.81,0.7,2.17,4.48,2308.48,6.09,5.89,2.6,0,0.56,6.22,0,0,0,0.4,0,281.14,0,0.37,2.2,0,0
 60-70,0,3.59,0,18.34,0.64,0,443.39,0,3.39,0,33.57,0.63,0,0.84,1.62,7.93,0,0,0,0,32.14,0,0,1.78,4324.54,0,3.39,1.23,0,0,0.66,0,0,0,0,0,276.36,0,5.78,17.68,0.98,0
 72-82,0,6.5,0,18.14,12.92,0,701.24,0,1.06,1.17,27.32,2.59,0,0,0,0,0,0,4.11,1.81,54.37,0,0.95,0.53,5166.03,0,8.28,6.96,0,2.81,1.03,1.65,0,0.73,0,0,259.51,0.59,0,13.12,1.24,3.43
 84-94,0,9.87,0,26.95,12.45,0,609.57,0,0.66,0,48.92,0,0,1.9,1.35,0,8.62,0.69,0,5.31,58.57,0.86,4.57,0,3802.17,3.97,4.64,7.47,0,0,2.76,1.4,0,1.79,0,0,219.13,0.74,0.84,3.7,4.39,3.53
 96-106,0,10.42,0,22.38,32.05,1.05,634.86,0.59,2.4,6.19,72.35,8.04,0,1.22,0,0,0,2.76,19.32,0,39.88,1.61,0,10.84,3630.25,0.68,9.92,26.24,0,0,3.15,2.06,0,1.46,0,0,114.07,5.09,0.93,0,3.13,6.8
108-118,0,10.77,0,38.89,5.15,0,587.66,1.3,5.51,0.8,41.03,2.76,0,2.98,6.47,0,0.56,3.26,7.3,0,50.51,1,0,3.91,3518.04,2.1,4.9,15.17,0,0,11.07,0,0,4.6,0,0,77.14,3.41,0,8.27,2.47,2.44
120,0,12.03,6.35,58,0,0,645.18,0,4.9,13.32,69.59,12.02,0,0,6.62,0,0,8.41,0,0,94.46,0,0,10.77,5390.03,0,15.81,29.81,0,0,7.35,0,0,1.94,0,0,249.07,3.57,0,20.92,0,0
