stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,27.34,218.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,10.43,159.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.8,0,0,0,13.71,0,7.49,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.09,0,6.02,0,0,0,22.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.7,0,0,0,26.37,0,11.19,3.03,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2.68,0.83,0,7.9,0,0,0,4.56,2.56,0,0,0,0,0,0,0,0,1.34,0,0,0,102.61,0,1,0,0.93,0,6.89,0,1.14,0.83,0,1.1,68.17,0,0,0,0
 24-34,0,0.83,2.55,0,6.77,1.38,0,12.1,0,0,0,16.78,0.69,0,7.04,0,0,0,1.46,5.19,0,5.71,1.33,0,4.31,665.23,0.75,4.36,2.85,0,0,9.19,0.98,0,1.4,0.66,0,272.43,0,2.86,0,0
 36-46,0,0,0,0,0.63,1.39,0,22.86,8.42,0,0,20.99,0,0,0,0,0.77,0.88,0,0,0,9.9,0.63,0,2.22,958.24,0,9.73,1.85,0,0,15.13,0,0,2.02,14.76,0,373.41,0,2,0,0
 48-58,0,0,0,0,5.31,2.84,0,75.82,0.9,0,0.95,83.19,0,0.54,0,6.05,0,0,0,0,0.43,4.17,1.06,0.47,8.25,1319.42,0.44,3.67,6.62,0,0,5.4,0,0,0,2.63,0,391.23,0,1.42,0,0
 60-70,0,0,0,0,1.45,5.4,0,217.94,5.57,0,0.86,114.89,0,0,0,10.55,0,0,0,0,0,18.38,11.32,9.41,0,1637.25,0,0.96,7.45,0,0,14.15,0,0,0,0,0,337.19,0,13.14,0,3.42
 72-82,0,0,0,0,4.91,156.94,0,440.52,5.31,0,1.56,154.48,2.64,0,0.9,3.35,0,0,0.49,0,0,48.98,0,5.08,5.78,2051.45,0,5.7,12.68,0,0,7.77,0,0,1.6,0.49,0,213.76,1.75,6.32,0,0
 84-94,0,0,0,0,19.03,101.41,0,349.42,1.26,0.56,8.01,150.08,0.76,2.81,3.73,7.36,0.71,0.67,1.47,0.58,8.4,27.18,0,6.62,0,1561.6,0,15.06,19.58,0,0.6,12.83,0,0,1.61,0,0,166.12,7,11.69,2.23,0
 96-106,0,0,2.87,0,13.29,167.45,2.01,379.1,6.71,0.62,4.17,187.96,1.65,0,0.58,6.41,0,0,1.21,1.06,0,34.71,0.76,9.27,1.41,1386.98,0.73,13.66,20.71,0,1.51,10.57,0,0,0,0.6,0,67.24,0,1.05,0.96,0
108-118,0,0,1.22,0,15.39,66.76,11.82,409.09,3.13,1.33,2.18,184.43,9.49,0,0,7.56,0.59,0,4.11,0.97,0,47.59,2.23,0,7.09,1450.03,0.51,9.74,23.64,0,0,10.62,0,0,1.48,4.59,0,95.12,0.75,8.86,3.55,0
120,0,0,14.36,0,25.54,57.2,14.01,495.75,1.61,0,0,252.78,0,0,9.49,10.18,0,0,5.32,0,0,63.04,0,9.54,0,2331.06,0,7.47,31.37,0,1.79,10.02,0,0,0,1.69,0,126.95,0,25.45,0,0
