stage,epidermis,eye,fast.muscle,glial,gut,heart,immune,mesenchyme,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pronephros,slow.muscle,spinal.cord,taste
 24-34,0,0,0,0,0,0,0,1.53,4.21,0,2.39,0,0,0,0,1.23,0,0
 36-46,0,0.77,0,0,0,0,0,0,2.02,0.74,12.4,0,0,0,0,6.95,4.3,0
 48-58,0,1.2,0,0.91,1.92,0,0,0.42,6.94,0,1.81,0,4.77,0,0,6.31,4.91,0
 60-70,2.51,0.86,0,0,0,0,0,0,14.51,0,7.66,0,0,0,0,9.7,1.46,0
 72-82,0,0,1.43,0,0,0,0,2.13,15.44,0.52,6.1,0,0,0,0,3.35,0,0
 84-94,0,1.38,0,0,0.6,0,0,0,8.63,0,2.94,0,0,0,3.22,5.11,0,0
 96-106,0,0,0,2.08,0.64,1.2,0,0,1.05,0,9.45,0,0,5.03,0,11.84,0,0.79
108-118,0,6.1,0,0,0,0,0.56,0,4.24,0,9.73,2.25,0,0,0,11.47,0,0
120,0,0,0,0,1.92,0,0,0,6.75,0,26.01,0,0,0,0,3.7,0,0
