stage,blastomeres,epidermis,immune,mucous,muscle,neural,periderm,vasculature
  3-4,23.05,0,0,0,0,0,0,0
  5-6,43.08,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,28.79,0,0
 14-21,0,0,0,0,0,1.28,0,0
 24-34,0,0,0,0,0,0,0,1.33
 36-46,0,0,0,0,0,0,0,0.63
 60-70,0,0,0,0,2.69,0,0,0
 84-94,0,0,0.57,0,0,0,1.22,0
108-118,0,1.7,0.41,0.42,0,0,1.86,0
120,0,0,0,0,0,1.36,1.31,0
