stage,epidermis,eye,fin_epithelia,neural,spinal_cord
 24-34,0,0,0,0,0.68
 36-46,0,0,14.32,5.3,0
 48-58,0,0,0,3.6,0
 60-70,0,0,1.96,0.96,1.8
 72-82,0,0,0,1.96,1.25
 84-94,3.51,0,0,5.36,0
 96-106,0,0,0,3.64,0
108-118,0.95,0.55,0,0,0
120,4.9,0,0,35.73,0
