stage,blastomeres,endoderm,eye,hatching.gland,neural
  3-4,11.98,0,0,0,0
  5-6,26.11,0,0,0,0
  7-9,0,0,0,36.52,5.96
 10-12,0,15.01,0,0,0
 60-70,0,0,0,0,1.35
 96-106,0,0,0.87,0,0
