stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,287.76,0,0,0,0,0,0,0,0,0,0,0,79.11,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,50.95,0,0,0,11.59,0,0,0,0,0,314.81,0,0,0,0,0,0,0,0,0,0,0,43.08,0,0,0,0,0,0,0,10.73,0,0,0,0,0,0,0,0
 14-21,0,0,40.77,1.81,14.77,18.67,0,1.33,0,0,0,3.66,5.79,8.88,3.8,0,0,0.87,0,2.94,3.41,5.18,0,0,2.33,28.03,3.21,0,0,0,0,0,0,2.94,2.49,9.17,52.3,0,0,28.28,0,0
 24-34,0,0,46.33,3.07,8.25,12.07,0,20.78,0,15.13,0.79,20.22,0,0.74,8.15,0,2.54,2.13,0,8.86,10.22,35.57,0,0,8.87,109.35,20.82,35.6,0,0,3.82,21.12,0,14.86,4.05,2.58,49.09,0,0,152.22,0,1.65
 36-46,8.46,0,26.19,0,14.39,9.82,0,23.47,5.57,27.21,8.51,22.61,3.66,0.76,7.18,0,0,2.36,3.34,1.3,4.37,192.29,0,0,19.27,161.1,35.72,39.23,9.3,0,0,57.62,1.05,22.99,6.06,0,71.47,0,1.04,170.87,0,4.9
 48-58,0,0,32.2,0,13.56,2.05,0,39.86,2.66,4.96,18.62,51.51,0.46,12.51,5.16,1.36,2.29,24.06,1.98,3.06,14.04,334.6,0,2.95,18.19,233.44,44.85,69.94,1.56,0,0.56,51.46,0,2.82,5.3,0,111.59,0,0,184.78,0.9,13.67
 60-70,2.52,0,30.33,0,22.38,4,0,45.89,12.3,40.16,20.3,117.62,5.79,10.67,12.82,10.67,5.88,35,1.37,9.64,19.38,740.64,2.63,4.54,30.39,308.77,26.13,47.03,13.43,0,3.72,72.32,0,3.58,10.51,0,92.42,0,4.42,177.55,6.47,27.88
 72-82,0,0,38.49,0,12.12,128.78,0,93.61,10.19,7.1,25.63,152.4,8.1,2.13,11.41,4,6.15,54.22,2.05,8.94,4.86,607.85,0,8.06,16.5,345.91,15.92,69.7,6.86,0,4.44,20.7,0,4.32,0,0,62.07,3.81,13.06,373.86,11.96,22.37
 84-94,0,0,36.52,0,37.88,113.03,0,118.72,26.73,15.63,28.09,118.2,27.55,4.43,7.94,13.8,3.22,26.74,4.84,3.58,19.35,570.89,6.47,16.69,9.87,318.75,33.79,68.62,14.09,0,3.77,71.21,0,15.02,2.62,0,43.12,5.63,4.87,281.69,17.69,10.58
 96-106,0,0,46.63,0,39.39,217.52,0,216.49,25.89,16.32,32.95,148.87,22.29,1.06,2.93,23.61,0,22.66,1.08,16.55,12.78,477.42,3.73,13.64,17.2,300.31,6.03,79.86,14.82,0,6.33,68.81,0,7.35,5.91,0,61.35,0,10.18,321.87,10.2,7.09
108-118,0,0,24.73,0.74,43.33,59,1.18,159.3,18.24,29.47,23.12,175.73,36.38,0,7.33,17.27,9.54,55.65,8.52,7.63,13.68,572.03,9.31,7.89,29.38,407.4,6.76,61.49,28.08,0,7.49,45.18,0,3.62,9.45,0,36.86,2.02,8.02,289.83,10.15,23.9
120,0,0,18.36,0,80.67,33.54,0,325.85,15.85,18.83,23.2,264.55,50.59,5.2,4.06,38.46,23.96,51.84,1.74,20.07,4.61,621.21,1.1,15.48,8.71,815.61,44.01,123.56,10.99,0,14.91,77.21,0,7.66,5.22,0,21.8,3.8,8.16,301.49,9.33,18.14
