stage,blastomeres,eye,glial,iridophores,neural,paraxial_mesoderm,spinal_cord,xanthophores
  5-6,29.96,0,0,0,0,0,0,0
  7-9,0,0,0,0,4.9,0,0,0
 10-12,0,0,0,0,0,5.16,0,0
 14-21,0,0,0,0,1.82,0,0,0
 24-34,0,0,0,0,12.39,0,4.07,0
 36-46,0,0,0,0,9.17,0,10.84,0
 48-58,0,0,0,0,21.09,0,18.51,0
 60-70,0,0.73,0,0,13.87,0,21.56,0
 72-82,0,0,0.55,0,37.12,0,33.92,0
 84-94,0,2.39,0,0.67,23.53,0,39.6,2.4
 96-106,0,2.17,0,0,97.04,0,18.07,0
108-118,0,3.64,0,0,60.21,0,2.04,0
120,0,1.08,0,0,73.74,0,9.45,0
