stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,14.84,179.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.88,76.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.69,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.87,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,7.84,0,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.62,0,0,0,20.89,0,0,0,9.32,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,11.54,1.18,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,1.22,45.63,2.2,0,0.86,0.9,0,1.02,3.64,0.89,0,10.72,10.97,0,0,0,0,0
 24-34,0,0,0,0,6.18,0.67,8.68,0,0.62,0,4.27,0,2.27,0,0,0.99,0,0,2.96,0,10.73,0,0,9.86,102.12,3.83,1.58,0,0,0,16.35,0,0,0,4.23,36.66,0,0,5.78,0,0.93
 36-46,0,0,0,0,11.8,0,21.01,3.87,5.14,0.74,9.34,0,0,0.68,1.52,0,1.04,0,0,0,16.08,0,0,4.44,238.73,0,1.29,2.39,0,0,8.71,0,2.7,0,0.6,70.93,0,1.37,8.42,0,0
 48-58,0,0,0,0,1.8,0,54.65,0.85,0,0,20.12,0,0,0,8.54,0.38,0,0,0,12.39,33.55,0,0,0.62,180.78,2.32,0.42,2.73,0,0,13.5,0,0,0.73,0,42.33,0,0.51,3.91,0,11.05
 60-70,0,0,0,0,9.41,0,82.04,1.3,5.85,0,40.1,0.62,1.77,0,8.54,0,0,0.63,3.05,10.32,65.89,0,1.14,2.1,177.54,0,2.1,0,0,0,17.72,0,0,0,0,38.73,0,0.61,1.5,0,24.83
 72-82,0,0,0.78,0,6.4,4.86,155.71,0,1.18,0.88,42.84,1.6,0,0,5.31,0,3.99,0,0,5.11,54.23,0,2.12,13.14,192.15,0,5.04,6.29,0,0,12.85,0,0,0,0,21.53,0,2.9,19.16,0,15.38
 84-94,0,0,0,0,12.53,0,157.16,2.89,10.23,2.15,24.34,0,0,0,7.93,1.51,13.93,0,6.68,2.2,45.21,0,1.8,7.13,157.94,0.74,2.66,5.05,0,0,27.04,0,0,0,0,9.23,0,2.45,7.89,4.41,8.8
 96-106,0,0,0,0,15.8,0,140.84,1.64,0.71,1.62,26.96,4.38,1.06,0.96,18.41,0,13.49,2.19,0,9.06,38.52,0,2.47,3.83,137.19,0,2.11,6.06,0,7.9,35.34,0,0,0,0,7.52,3.25,4.21,12.12,2.26,7.3
108-118,0,0,0.57,0,21.9,0,110.44,2.07,5.94,5.78,35.6,6,0,0.52,15.88,1.15,14.2,0.47,1.64,4.05,53.27,1.75,0.69,2.59,162.85,0.51,3.07,0.63,0,0.91,21.8,0,0,1.6,0,5.6,2.12,1.48,15.93,3.4,34.47
120,0,0,11.31,0,29.89,0,86.35,0,26.44,0,34.95,5.71,0,0,36.52,0,49.73,0,0,1.61,76.07,0,0,1.11,198.3,4.03,9.71,0,0,0,3.17,0,1.04,0,0,6.64,0,0,9.79,15.18,5.92
