stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,36.35,526.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,50.52,486.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.2,25.25,0,38.61,0,0,75.47,0,0,0,0,0,21.09,0,0,0,0,0,0,0,0,0,0,0,460.61,21.97,0,0,142.18,0,0,7.7,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.08,0,5.97,53.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.27,25.05,0,0,192.12,0,0,0,0,6.49,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,10.72,2.65,4.67,0,0,0,2.2,0,5.67,0,0,0.95,0,0,0,0.94,14.64,0,0,7.02,145.19,0.85,0,0.83,5.08,0,2.06,0,21.11,0,3.47,13.89,53.86,0,0,5.97,0,0
 24-34,0,0,0.6,0,2.95,0,15.71,0,0,0,3.19,0,0,0,0,0,0,0,0,1.42,23.01,0,0,7.07,254.61,0.83,5.93,2.12,0,0,6.26,0,0,2.4,0,1.63,46.27,0,0,5.25,0,0
 36-46,0,0,0,0,9.32,0,57.62,0,0,0,10.55,0,0,0,0,0,0,0.56,0,0,27.36,0,0,4.38,263.83,0,5.76,0,0,2.85,0,0,0,0.75,0,0,49.81,0,0,0.56,0,0
 48-58,0,0,0,0,4.09,0,78.99,0,0,0.98,15.04,0,0,0.88,0.42,0,0,0,0,0.79,17.58,0.42,0.37,4.59,252.64,0.83,3.94,2.38,0,0,6.57,0,0,0,0,0,66.98,0,0,8.35,0,0
 60-70,0,0,0,0,6.06,0,132.61,0,1.36,0,13.49,0,0,1.91,5.63,0,0,0,0,0,29.08,0,0,5.29,217.13,2.09,0.72,0.71,0,0,5.53,0,0,0,0,0,47.79,0,0,0.63,0.71,3.58
 72-82,0,0,0,0,2.42,0,90.22,0,0,1.48,24.22,0,0,0,1.28,0,0,0,0,0,33.23,2.53,1.72,3.94,168.43,0,5.31,0,0,0,3,0,0,1,0,0,12.21,1.67,3.19,2.74,4.58,1.94
 84-94,0,0,0,0,3.12,0,59.64,0,1.01,0,4.56,0,3.67,0,2.26,0,3.72,0.81,0,0,33.8,2.11,3.42,1.98,159.53,0,8.48,0,0,0,4.63,0,0,0,0,0,22.86,0,1.57,10.85,0.6,0
 96-106,0,0,0.88,0,7.94,0,84.14,0,0,0.89,17.03,3.88,0,1.4,6.37,0.87,0.58,0,2.17,0,44.23,4.15,1.32,0.88,123.45,0.75,3.8,1.9,0,2,5.25,0,0,0,0,0,6.87,0.56,0,1.82,5.34,0
108-118,0,0,0,0,1.96,0,60.62,0,2.41,5.63,21.14,0,0,0,1.66,1.11,2.45,0,0,0.78,38.15,0,0.69,4.75,136.41,0,0,5.86,0,0,4.06,0,0,0,0,0,7.17,4.54,0.92,0.42,1.13,7.31
120,0,0,0,0,5.3,1.12,89.89,1.26,1.42,0,10.16,1.61,0,0,6.52,5.59,0,0,0,0,44.42,0,2.21,0,162.04,0,0,5.75,0,4.48,5.71,0,0,1.21,0,0,17.18,0,0,0,0,0
