stage,blastomeres,eye,gut,muscle,neural,olfactory,paraxial.mesoderm,periderm,somites,spinal.cord
  7-9,0,0,0,0,14.5,0,4.19,0,0,0
 10-12,5.93,0,0,0,25.14,0,10.17,0,0,0
 14-21,0,0,0,0,1.3,0,0,0,0.88,0
 24-34,0,0,0,2.1,0.88,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0.94
 48-58,0,0,0,0,0,0,0,3.34,0,0.99
 60-70,0,0,0,0,1.7,0,0,0,0,0
 96-106,0,0,0,0,0,1.7,0,0,0,0
108-118,0,1.46,0.42,0,0,1.21,0,0,0,0
