stage,erythrocytes,eye,glial,hatching.gland,iridophores,lateral.line,mesenchyme,neural,spinal.cord
  7-9,0,0,0,4.72,0,0,0,4.59,0
 10-12,0,0,0,5.06,0,0,0,9.96,0
 36-46,0,0,0,0,0,0,0,2.15,0
 48-58,0,0,0,0,0,0,0,0.49,0.7
 72-82,0,2.45,0,0,0,0,1.88,0,0
 84-94,7.66,0,0,0,0,0.8,0,0,0
 96-106,0,0,1.68,0,0,0,0,0,0
108-118,0,0,0,0,0.56,0,0,4.11,0
