stage,axial,blastomeres,epidermis,fin_epithelia,ionocyte,neural,periderm,somites,spinal_cord
  5-6,11.57,8.3,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,17.41,0,0,0
 14-21,0,0,0,0,0,0,0,0.94,0.92
 24-34,0,0,0,0,4.83,0,1.22,0,0
 36-46,0,0,0,0,4.73,0,1.32,0,0
 48-58,0,0,0,0,5.57,0,2.5,0,0
 60-70,0,0,0,1.14,1.08,0,0,0,0
 84-94,0,0,0,0,0,0,4.12,0,0
 96-106,0,0,0,0,1.58,0,0,0,0
108-118,0,0,1.16,0,3.97,0,3.55,0,3.63
