stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,16.65,711.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.3,187.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.79,0,0,4.21,0,0,0,26.08,0,0,0,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0,118.83,3.22,0,0,64.22,0,0,5.15,0,0,0,0,0,0,0,0,0
 10-12,0,11.06,0,16.97,0,0,0,14.99,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,0,0,0,213.17,19.57,0,0,82.61,0,0,0,0,28.53,0,0,0,0,0,0,0
 14-21,0,0,0,1.95,48.19,4.02,0,10.49,0,0,0,1.19,0.84,6.52,0.81,0,0,0,0,3.13,0.86,12.33,0,0,8.33,110.59,4.18,0.87,2.84,2.29,0,3.67,0,9.18,0.86,16.26,40.43,0,0,11.17,0,0
 24-34,0,0,1.59,0.86,40.92,2.67,0,18.24,0,2.01,2.72,2.65,1.02,0,14.3,0,0,0,0,0.95,0.69,31.81,0,0.89,16.75,324.89,2.25,9.45,2.54,0,0,2.67,0,0,7.73,2.51,82.72,0,0,29.11,0,0.77
 36-46,0,0,0,0,31.35,0,0,25.6,0,4.42,3.17,4.24,0,0,0,0,0,0,0,0,0,44.26,0,0,15.37,494.29,4,2.84,1.82,0,2.85,4.66,0,0,27.69,0,110.27,0,0,25.6,0,5.24
 48-58,0,0,0,0,15.26,2.7,0,35.83,3.39,6.18,6.9,15.29,0.93,4.3,1.53,0,0,0.38,1.43,0,0,37.92,0,0.56,14.46,435.09,1.87,2.89,5.11,0,5.19,5.8,0,0,2.91,0,88,0,0,26.9,0,0.89
 60-70,0,0,0,0,22.75,0,0,116.94,0,7.68,5.47,19.47,8.15,0,0.66,0,0.56,11.63,0,0,0,74.31,2.41,0.62,4.68,574.3,0.98,3.44,0.71,0,0.63,1.9,0,0,2.69,0,73.48,0,1.84,17.11,1.13,3.97
 72-82,0,0,1.32,0,10.42,0,0,207.47,0,9.89,9.32,39.3,1.21,0,1.84,1.6,0,1.15,2.16,0,0,112,0.51,0.49,6.02,455.08,2.58,2.22,9.31,0,0,2.11,0,0,0.75,0,51.25,0,1.03,38.89,2.89,0
 84-94,0,0,0,0,39.07,0,0,190.82,4.2,11.72,14.45,36.69,3.83,0,0,0,0.66,2.66,1.96,0,0,115.27,0,8.46,11.28,419.34,0.7,2.5,7.27,0,0,16.8,0,0,7.38,0,42.97,3.04,1.62,63.98,6.24,0
 96-106,0,0,4.18,0,39.2,10.04,0,197.13,0,7,2.2,49.06,14.86,0,3.94,1.38,1.23,2.22,0,6.67,0,122.05,0,5.37,3.67,393.32,5.07,12.2,2.88,0,0.83,20.1,0,0,3.28,0,19.91,3.49,5.2,78.4,2.58,3.52
108-118,0,0,0.52,0,44.24,0,0.53,228.43,0,12.31,9.11,39.73,10.78,0,0.61,2.11,1.1,7.26,2.08,0.63,0,117.47,2.5,5.33,9.78,355.46,0.67,3.19,6.94,0,3.93,19.83,0,0,6.73,0,28.87,1.22,0,44.29,2.07,0
120,0,0,0,0,56.93,5.46,1.71,183.83,7.29,18.02,0,81.08,17.28,0,1.15,8.51,2.4,1.62,1.07,1.84,0,140.53,0,8.42,23.27,527.9,8.4,2.15,4.74,0,0,14.57,0,0,2.95,0,10.17,0,1.46,59.86,4.22,0
