stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,342.49,16408.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.22,0,0,0,0,0,0,0,0,0,0,0
  5-6,202.52,5230.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.17,0,0,0,9.41,0,87.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.65,216.63,0,9.81,0,0,1474.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6255.31,36.48,0,0,595.83,0,8.05,152.02,0,0,0,0,0,0,0,0,0,0
 10-12,0,203.53,0,32.6,0,0,1291.38,0,0,0,0,0,18.29,0,0,0,0,0,5.32,0,0,0,0,0,7582.05,31.09,0,0,666.82,0,5.41,57.39,6.12,23.2,0,3.11,0,0,0,0,0,0
 14-21,0,0,0,1.05,75.75,5.88,80.36,0,0,0,108.85,0,0,0,0,0,0,0,0,1.01,2.92,0,0,1.19,6628.94,6.7,0,5.62,5.81,0,0.99,9.18,7.56,3.28,5.81,3.44,1778.56,0,0,3.62,0,0
 24-34,0,0,0,0,36.22,0,92.96,0,0,3.01,177.05,0.73,0.74,0,0,1.57,0.97,0,0.76,7.46,18.3,0.63,0.81,8.45,8138.86,0,2.59,4.26,0,1.14,6.76,0.86,1.95,0,0,2.12,1918.5,0,0,11.96,0,0
 36-46,0,0,0,0,98.52,0,187.73,0,0,0,585.39,1.58,0,0.92,0,1.43,0,1.19,0,0,13.4,2.4,2.72,1.98,5212.33,1.13,1.35,0.68,0,0,22.43,0,0,1.06,0.7,0,1518.65,0,0,3.88,0,0
 48-58,0,0,0,0,115.68,0,321.46,0,0.87,0.37,1107.67,0,0,0,0,5.68,0.54,0,0,0,22.6,1.67,0,12.92,1941.32,0,0,0.76,0,0,15.92,0.65,0,0,0,0,1032.51,0,0,1.27,0,13.49
 60-70,0,0,0,0,124.8,1.64,158.82,0,0,1.39,587.63,0,0,0,0,1.71,0,0,1.05,0,15.4,0,0,0,468.19,0,0.58,0,0,0,4.78,0,0,0,0,0,204.19,4.09,0,0,0,0
 72-82,0,0,0,0,75.99,1.93,135.46,0.75,0.66,0,1117.17,3.33,0,0,0,2.87,5.22,3.99,1.61,0,23.53,8.82,0,2.18,454.85,0,0.51,2.62,0,0,3.17,0,0,0,0,0,100.94,13.39,0.75,0,1.45,3.07
 84-94,0,0,0,0,99.99,0,81.26,0,0.56,0,625.58,4.98,0,0,0,1.38,0,0,9.21,0,8.02,0,4.53,1.02,323.83,0,0,8.58,0,0,10.76,0,0,0,0,0,76.73,25.94,0,0,0,10.21
 96-106,0,0,0,0,93.22,1.39,70.97,0.87,0,2.41,713.61,11.43,0,0,0.56,0,1.14,0,0,0,14.11,2.03,1.11,0,264.06,3.49,2.91,0.95,0,0,9.15,2.06,0,0,0,0,24.03,35.55,0,0,2.23,0
108-118,0,0,0.97,0,64.15,3.77,45.83,0,0,1.21,832.68,10.85,0,0,0,6.6,0,0,7.74,0,9.43,0,3.37,3.49,420.37,0,3,2.17,0,0,7.87,0,0,0,0,0,17.77,46.34,0,2.43,0,6.54
120,0,0,0,0,86.63,0,109.42,0,0,0,1030.58,7.2,0,0,0,0,0,0,0,0,13.18,0,0,4.89,389.35,0,1.45,0,0,0,6.66,0,0,2.78,0,0,35.93,16.03,0,0,0,0
