stage,epidermis,eye,fin_epithelia,ionocyte,liver,neural,periderm
 14-21,0,0,0,0,0.93,0,0
 24-34,0,0,0,0,0,0,6.03
 36-46,0,0.56,0,0,0,0.73,5.46
 48-58,0,0,0,2.29,0,5.57,5.91
 60-70,0,0,0.86,0,0,0.81,14.54
 72-82,0.82,0,0,0,0,0,1.63
 84-94,0,0,0,0,0,0,13.18
 96-106,0,0,0,0,0,1.95,9.06
108-118,3.95,0,0,0.52,0,0,10.23
120,0,0,0,0,0,16.34,2.8
