stage,blastomeres,epidermis,eye,fin.mesenchyme,glial,mesenchyme,neural,periderm,spinal.cord,vasculature
  3-4,14.2,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,12.14,0,0,0
 14-21,0,0,0.81,0,0,0,0.92,1.11,1.86,0
 24-34,0,0,0,0,0,0,0,0,0,1.08
 36-46,0,1.83,0,0,0,0,1.13,10.19,5.28,0
 48-58,0,0,0,0,0,5.81,0,0,0,0
 72-82,0,0,1.13,0.69,2.83,0.66,0.58,0,0,0
 84-94,0,0,0,0,1.16,0,0,0.73,0,0
108-118,0,0,0,0,0,0,0.62,1.97,0,0
