stage,blastomeres,exocrine_pancreas,eye,gut,mesenchyme,neural,pericytes,periderm,spinal_cord,vasculature
  5-6,13.04,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,9.13,0,0,0,0
 14-21,0,0,0,0,0,0.8,0,0,1.08,0
 24-34,0,0,0,0,0,1.19,0,0,0,0
 36-46,0,0,0.67,0,0,1.69,0,0,1.19,0
 48-58,0,0,0.49,0,0,0,0.56,2.74,0,0.44
 60-70,0,0,1.28,0,0,0,0,0,0,0
 72-82,0,0,0,1.23,0,0,0,0,0,0
 84-94,0,0,2.63,0,1.17,0.88,0,0,0,0
108-118,0,4.22,0,0,0,0.79,0,0,0,0
