stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,120.48,1405.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.76,0,0,0,0,0,0,0,0,0,0
  5-6,93.43,1850.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.04,0,0,0,26.02,0,14.35,0,0,0,0,0,0,0,0,0,0
  7-9,8,38.48,0,3.77,0,0,0,21.08,0,0,0,0,0,8.16,0,0,0,0,0,0,0,0,0,0,0,214.77,0,0,0,50.82,0,0,5.28,0,0,0,0,0,0,0,0,0
 10-12,0,12.46,0,13.93,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.52,0,0,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,2.31,0,0,25.84,8.61,0.91,0,2.92,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,2.25,18.29,0,0,0,0,0,8.08,0,0,1.14,5.05,8.82,0,0,1.23,0,0
 24-34,0,0,0,2.71,6.75,2.57,0,5.16,0,3.07,0,1.41,0,0,8.66,0.6,0.72,0.64,0,1.51,0,6.9,0,0,5.07,109.94,3.51,3.31,0.67,0,1.61,41.05,0,0,0.7,0,7.19,0,0,18.31,0,5.4
 36-46,0,0,0,0,4.94,13.46,0,15.35,0,0,0.6,6.67,1.39,0,0.82,43.96,0,0,1.58,0,17.13,9.24,0.77,0,0.59,145.42,0.84,0,6.99,0,0,45.22,0.73,1.39,0,0,14.28,0,0,9.82,0,2.25
 48-58,0,0,0.49,0,5.53,6.48,0,4.69,0.58,3.31,3.31,12.54,0,3.33,0.79,34.76,0,0,0.56,0,12.23,16.59,1.32,0,0.52,105.29,5.44,3.32,2.22,0,0,55.41,0.65,0,0,0,5.84,0,0,7.83,0,5.64
 60-70,0,0,0.62,0,18.42,3.02,0,40.51,0,3.66,1.24,25.67,7.96,5.25,6,56.56,1.16,0.79,0,3.61,29.16,51.17,0.62,0.81,1.92,54.79,0.93,5.16,0.69,0,1.79,48.43,0,0,0,0,7.63,1.46,1,4.37,0,36.2
 72-82,0,0,3.32,0,16.07,23.44,0,22.07,0.5,3.37,0,27.06,5.17,0.6,3.18,60.71,1.7,3.2,5.28,8.16,10.59,67.48,5.64,1.98,6.67,100.69,1.43,10.87,7.34,0,2.26,59.47,0.56,0,0.64,0,5.57,0.95,5.57,27.96,3.51,14.05
 84-94,0,0,1.16,0,9.71,26.21,0,14.22,0,4.8,7.73,15.77,8.58,0,4.31,70.34,5.07,10.02,0.92,3.76,57.45,64.6,2.28,5,4.1,61.33,0.74,5.97,8.47,0,1.53,120.83,0,0,2.45,0,7.24,9.07,1.7,30.69,4.8,7.87
 96-106,0,0,0,0,23.69,71.05,0.84,21.89,0,5.86,0,23,14.62,0,2.42,75.68,4.04,4.37,7.71,13.33,8.77,78.1,16.62,7.94,6.21,67.01,0.61,1.26,10.31,0,1.51,211.44,3.82,0,0.61,0,4.47,7.96,2.14,33.81,2.47,46.48
108-118,0,0,2.7,0,25.18,19.49,5.22,18.82,0,9.74,0.65,52.42,20.52,0,2.67,89.96,8.77,29.54,1.62,4.33,37.63,124.82,5.12,3.31,3.84,77.43,0,8.68,9.67,0,5.41,129.06,0.42,0,2.25,0,1.02,12.83,0.66,27.31,2.38,24.77
120,0,0,0,0,90.37,41.35,4.24,20.94,0,10.26,7.46,72.87,20.11,0,0,227.15,21.72,21.26,5.64,5.13,9.36,170.27,3.95,1.38,11.26,186.62,5.73,12.75,31.02,0,9.36,238.13,0,0,3.04,0,19.56,0,1.52,48.13,3.36,0
