stage,blastomeres,epidermis,glial,mesenchyme,neural,pronephros,spinal_cord,vasculature
  3-4,33.26,0,0,0,0,0,0,0
 10-12,0,0,0,0,19.24,7.65,4.33,0
 14-21,0,0,0,0,0,0,15.95,0
 24-34,0,0,0,0,7.96,0,10.55,2.09
 36-46,0,0,0,0,26.44,0,9.81,0
 48-58,0,0,0,0,2.78,0,4.14,0
 60-70,0,0,0,0,2.11,0,2.91,0
 72-82,0,0,2.3,0,1.92,0,0,0
 84-94,0,0,1.79,1.31,14.48,0,2.01,0
 96-106,0,0,10.62,0,0,0,0,0
108-118,0,0.46,1.92,1.77,1.86,0,0,0
