stage,blastomeres,epidermis,eye,neural,spinal.cord
  3-4,90.21,0,0,0,0
  5-6,14.32,0,0,0,0
  7-9,0,0,6.48,0,0
 36-46,0,0,0,0,0.97
 60-70,0,0,0,1.29,0
 72-82,0,0,0.72,0.87,0
 84-94,0,0,0,1.51,0
 96-106,0,0,0,1.79,0
108-118,0,0,2.65,6.56,0
120,0,3.19,0,0,0
