stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,376.69,9544.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,639.54,9140.65,0,13.2,0,0,0,0,0,0,0,0,0,35.63,0,0,0,0,0,0,0,0,0,0,0,158.3,7.94,0,0,57.8,0,122.57,0,0,0,0,0,0,0,0,0,0,0
  7-9,284.6,368.53,0,496.32,0,0,0,665.53,0,0,0,0,0,307.53,0,0,0,0,0,0,0,0,0,0,0,6996.56,329.58,0,0,2545.57,0,10.12,72.11,0,12.83,0,0,0,0,0,0,0,0
 10-12,3.8,226.88,0,373.17,0,69.47,0,602.85,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,3.87,5233.48,284.77,0,0,1924.19,0,8.57,74.04,20.05,135.25,0,4.89,0,0,0,0,0,0
 14-21,0,0,1.23,38.72,386.7,151.5,0,214.68,0,0.95,0,102.32,23.61,0,19.3,0.92,8.71,0,1.86,0.86,7.69,221.22,1.03,0,285.13,2620.01,72.36,13.1,32.62,60.99,0,23.78,30.38,224.61,26.84,25.45,466.87,1045.26,0,0,31.03,0,0
 24-34,0,1.67,6.05,14.91,178.48,17.34,0,362.28,0,16.1,3.09,167.31,9.37,1.15,24.66,4.35,29.57,2.37,15.24,8.24,36.56,415.11,16.29,2.12,238.55,4093.61,42.69,71.32,30.34,0,0,91,2.15,0.76,11.2,13.28,64.77,1275.5,0,0,130.73,0,40.81
 36-46,0,0,6.15,1.5,90.7,4.77,0,683.27,11.83,14.1,16.92,268.98,2.24,0.7,18.28,7.44,9.88,14.83,10.38,13.95,53.33,519.92,11.18,9.12,122.41,5128.5,29.93,54.81,31.77,0,0,115.99,7.6,0,8.46,17.94,0,1513.33,0,1.89,63.23,0,65.75
 48-58,0,0,1.56,1.26,81.12,7.35,0,1142.9,9.9,10.2,14.88,371.94,4.31,26.46,25.32,14.56,27.42,14.24,11,9.84,53.03,620.03,17.02,24.84,98.79,3740.56,10.81,33.06,20.08,3.66,0.79,104.43,0,0,4.04,4.16,0,947.32,0,1.21,58.67,0.9,127
 60-70,2.52,0,3.27,0,116.69,10.55,0,2523.79,8.62,23.79,41.13,399.4,19.1,11.52,23.31,25.04,4.98,44.87,5.18,20.98,27.75,739.02,7.47,37.15,74.33,3676.04,10.67,41.42,13.7,0,16.1,135.34,0,0,6.02,3.56,0,598.42,4.73,15.18,80.32,7.1,116.71
 72-82,0,0,6.28,0.75,94.53,76.44,6.03,1881.95,8.83,23.43,41.02,262.33,52.62,5.89,14.65,27.91,12.57,62.33,10.06,17.27,30.83,815.53,16.1,31.83,74.5,2650.55,7.51,53.71,30.11,0,13.3,93.05,0,0,15.93,0.53,0,321.79,3.14,29.36,121.35,30.27,64.08
 84-94,0,0,17.68,1.04,132.88,87.75,3.3,1441.05,7.09,32.91,40.22,262.84,73.95,24.96,14.24,35.18,19.75,36.31,11.21,19.74,80.51,645.97,17.01,48.01,70.06,1904.48,9.16,31.6,51.8,0,5.93,281.58,1.4,0,8.68,7.35,0,233.06,12.91,22.55,84.7,34.89,78.62
 96-106,0,0,4.52,1.07,140.24,113.86,0.84,1098.05,24.03,19.81,20.35,264.12,70.84,0,25.67,49.67,16.61,40.79,22.79,13.87,42.63,691.4,26.06,33.27,83.09,1257.75,4.95,46.78,38.22,0,20.35,203.28,4.15,0,6.34,2.38,0,98.08,24.87,21.48,126.78,35.27,77.96
108-118,0,0,10.31,1.85,172.49,45.65,9.49,1030.3,15.66,33.51,27.97,249.41,81.93,0,6.08,52.6,19.54,117.67,15.72,44.82,77.11,731.23,22.49,42.05,61.07,1654.62,9.6,38.18,44.45,0,24.22,181.09,0.42,0,11.69,3.29,0,82.41,28.31,23.43,79.3,34.31,142.64
120,0,0,22.22,4.41,185.33,74.31,1.71,850.09,18.67,38.84,55.05,298.35,63.14,0,20.06,96.76,27.67,34.13,6.73,22.63,26.17,818.6,10.63,27.38,92.76,1994.37,8.58,48.16,60.51,0,40.62,205.73,0,0,4.12,0,0,98.99,14.65,35.92,140.92,43.7,38.42
