stage,endoderm,eye,fast.muscle,glial,gut,immune,lateral.line,mesenchyme,mural.cell,neural,spinal.cord
 14-21,0,0,0,0,0,0,0,0,0,8.99,3.02
 24-34,1.2,4.27,0,0,0.82,0,0,0,0,14.73,3.58
 36-46,0,0,0,0,0,0,0,0,0,1.32,0.56
 48-58,0,1.14,0.88,0,0,0,0.74,0.94,0,0.67,2
 60-70,0,3.31,0,0.93,0,7.87,0,2,0.85,27,0
 72-82,0,9.18,0,0,0,0,0,0.74,0,2.13,0
 84-94,0,6.21,0,0,0,0,0,2.08,0,3.04,3.01
 96-106,0,0,0,6.23,0,0,0,0,0,13.32,0
108-118,0,1.07,0,7.46,0,0,0,0,0,3.59,0
