stage,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm
  3-4,12.01,0,0,0,0
  7-9,0,0,0,0,10.26
 48-58,0,0,0,1.78,0
 72-82,0,0,0.86,3.06,0
 84-94,0,6.22,0,0,0
 96-106,0,0,0,3.77,0
108-118,0,0,1.06,2.5,0
120,0,10.76,0,0,0
