stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,24.05,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,56.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.21,0,13.12,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.51,7.81,0,0,39.75,0,0,0,10.24,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,27.95,0,0,5.83,0,0,0,0,0.85,0,0,0,0.88,0,0,0,0,8.48,0,0,8.92,64.17,21.42,0.93,0,1.83,0,1.16,2.01,1.14,0,6.43,28.48,0,0,2.66,0,2.62
 24-34,0,0.83,0.67,2.15,35.57,0,0,12.97,0,3.07,0,7.12,0,0,2,0.87,5.25,0,0.63,2.3,0.78,24.31,1.24,0,17.3,263.47,2.65,6.39,4.41,0,0,42.63,0,5.05,0.67,0.66,68.49,0,0,13.73,0,3.68
 36-46,0,0,0.73,0,10.46,0,0,25.98,0,4.46,1.47,18.54,2.23,0,0.73,16.97,0,0.71,0,3.02,2.37,38.28,0.72,0.77,12.41,419.85,8.41,1.09,1.29,7.09,0,52.06,0,8.26,0,0,113.11,0,0,4.4,0,0
 48-58,0,0,0.42,0,18.78,2.22,0,72.07,0.81,3.66,9.47,55.63,4.38,0.57,0.66,5.29,1.14,0.67,4.83,1.66,0.5,60.13,2.26,0.92,7.39,631.27,7.28,5.62,5.27,0,0,31.86,0,3.65,0,0,120.41,0,0,3.17,0,16.99
 60-70,0,0,1.39,0,17.75,0,0,167.28,0,13.82,7.16,143.03,7.83,0,0,3.06,0.56,3.18,2.56,2.67,0,115.35,0,0,4.84,798.78,0.78,2.68,10.26,0,0,33.48,0,2.58,0,0,120.39,1.22,0,0,0.94,1.96
 72-82,0,0,2.04,0,18.88,9.37,0,295.97,0,3.59,4.34,231.11,11.92,0,0,9.38,4.54,1.84,1.78,5.48,0.64,151.73,1.88,7.13,7.67,990.67,1.74,5.9,2.01,0,0,12.52,0,3.43,0,0,86.78,1.67,6.57,12.2,5.01,14.94
 84-94,0,0,0,0.57,35.04,16.45,1.28,177.84,1.27,9.22,9.05,139.81,14.32,0,0,14.43,2.79,3.88,5.41,12.62,3.3,129.34,0,7.6,13.77,623.02,4.56,3.87,0,0,0.6,43.47,0,7.79,0,0,57.42,0,1.67,22.43,1.49,13.91
 96-106,0,0,3.14,0,23.51,13.59,2.64,281.82,0,5.1,1.88,217.14,14.51,0,0,13.02,7.71,3.63,4.16,15.41,0,125.31,1.96,4.29,6.6,679.68,0.81,9.23,3.1,0,1.8,53.92,0,5.92,0.7,0,32.38,0,0,24.01,4.53,12.59
108-118,0,0,4.78,1.06,28.71,13.56,14.41,265.03,0,7.93,4.69,219.95,25.37,0,0,9.2,3.69,5.73,0.47,21.8,0,105.94,1.08,5.15,6.58,688.08,5.04,5.98,11.79,0,7.96,43.09,0,10.73,0.56,0,24.47,1.4,5.04,13.87,2.89,7.26
120,0,0,0,0,64.17,1.33,6.43,206.21,2.03,4.34,28.15,176.96,42.48,0,2.27,35.65,5.46,2.23,14.71,15.18,1.79,144.44,0,1.38,8.16,1016.37,2.85,9.95,1.51,0,0,57.29,0,6.63,0,0,78.94,6.7,2.71,8.01,0,7.61
