stage,eye,fin.mesenchyme,glial,ionocyte,iridophores,melanocytes,mesenchyme,neural,xanthophores
 24-34,0,0,0,0,0,0,0,2.87,0
 36-46,1.42,0,0,0,0,0,0,12.69,0
 48-58,2.08,1.57,0,0,0,0,0,2.08,0
 60-70,4.19,0,7.32,0,0,0,0,2.4,0
 72-82,14.65,0,34.41,0,0,0,0,1.6,0
 84-94,11.06,0,13.01,1.69,0,0,0,4.66,0
 96-106,12.97,0,65.46,0,0,0.57,2.22,10.46,0
108-118,22.91,0,68.82,0,1.28,0,3.57,9.52,2.67
120,5.03,2.41,29.81,0,1.91,0,0,24.94,0
