stage,blastomeres,erythrocytes,eye,immune,lateral.line,mesenchyme,neural,periderm,spinal.cord
  5-6,10.37,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,6.28,0,0
 24-34,0,0.66,1.35,0,0,0,4.71,0,0
 36-46,0,0,2.1,0,0,0,3.54,0,0.86
 48-58,0,0.45,5.24,0,0,0,5.3,0,0
 60-70,0,0,35.19,0,0,0,0,0,0
 72-82,0,0,28.49,0,1.05,5.59,0.82,0,0
 84-94,0,0.71,39.3,0,0,1.31,0,0,0
 96-106,0,0,14.85,0.7,0,0,0,4.06,0
108-118,0,0,33,0,0,0,1.95,0.54,0
120,0,0,1.29,5.53,0,0,0,3.19,0
